Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Protein accession	Protein length	Locus tag
NW_019217784.1	1607868	1612439		plus	uncharacterized protein C1orf43 homolog isoform X1	LOC111326540	111326540	protein-coding	XM_022930586.1	Spis_XP_022786321_1	259	
NW_019217784.1	1612643	1615309		minus	uncharacterized protein LOC111326687	LOC111326687	111326687	protein-coding	XM_022930780.1	Spis_XP_022786515_1	233	
NW_019217784.1	1616929	1620820		plus	disintegrin and metalloproteinase domain-containing protein 10-like	LOC111334955	111334955	protein-coding	XM_022940802.1	Spis_XP_022796537_1	465	
NW_019217784.1	1628761	1631443		minus	tripartite motif-containing protein 3-like	LOC111331384	111331384	protein-coding	XM_022936525.1	Spis_XP_022792260_1	628	
NW_019217784.1	1631454	1638205		minus	spermatogenesis-associated protein 5-like protein 1	LOC111331300	111331300	protein-coding	XM_022936420.1	Spis_XP_022792155_1	805	
NW_019217784.1	1638486	1640987		plus	39S ribosomal protein L54, mitochondrial-like	LOC111321543	111321543	protein-coding	XM_022924493.1	Spis_XP_022780228_1	113	
NW_019217784.1	1640799	1655065		minus	protein groucho-1-like isoform X1	LOC111321400	111321400	protein-coding	XM_022924308.1	Spis_XP_022780043_1	785	
NW_019217784.1	1666172	1682323		minus	protein SMG5-like	LOC111325088	111325088	protein-coding	XM_022928852.1	Spis_XP_022784587_1	1016	
NW_019217784.1	1682367	1683881		plus	peptidyl-prolyl cis-trans isomerase E-like	LOC111325170	111325170	protein-coding	XM_022928961.1	Spis_XP_022784696_1	297	
NW_019217784.1	1698763	1714759		minus	peptidylglycine alpha-hydroxylating monooxygenase-like	LOC111335044	111335044	protein-coding	XM_022940914.1	Spis_XP_022796649_1	393	
NW_019217784.1	1705838	1707724		minus	uncharacterized LOC111333701	LOC111333701	111333701	lncRNA	XR_002695169.1			
NW_019217784.1	1725070	1725819		plus	uncharacterized protein LOC111335472	LOC111335472	111335472	protein-coding	XM_022941415.1	Spis_XP_022797150_1	249	
NW_019217784.1	1726735	1736930		plus	peptidyl-glycine alpha-amidating monooxygenase-like	LOC111336516	111336516	protein-coding	XM_022942659.1	Spis_XP_022798394_1	369	
NW_019217784.1	1739177	1754213		plus	peptidyl-glycine alpha-amidating monooxygenase B-like isoform X1	LOC111331755	111331755	protein-coding	XM_022936965.1	Spis_XP_022792700_1	476	
NW_019217784.1	1754201	1756698		plus	peptidyl-glycine alpha-amidating monooxygenase B-like	LOC111335695	111335695	protein-coding	XM_022941718.1	Spis_XP_022797453_1	206	
NW_019217784.1	1758489	1766604		minus	putative histone-lysine N-methyltransferase PRDM6 isoform X1	LOC111322526	111322526	protein-coding	XM_022925673.1	Spis_XP_022781408_1	503	
NW_019217784.1	1761057	1778370		plus	uncharacterized protein LOC111322987 isoform X1	LOC111322987	111322987	protein-coding	XM_022926276.1	Spis_XP_022782011_1	395	
NW_019217784.1	1783517	1790694		minus	LOW QUALITY PROTEIN: zinc finger protein with KRAB and SCAN domains 1-like	LOC111322434	111322434	protein-coding	XM_022925566.1	Spis_XP_022781301_1	579	
NW_019217784.1	1793718	1805484		plus	putative histone-lysine N-methyltransferase PRDM6	LOC111322790	111322790	protein-coding	XM_022926003.1	Spis_XP_022781738_1	464	
NW_019217784.1	1811319	1830042		plus	uncharacterized protein LOC111335791	LOC111335791	111335791	protein-coding	XM_022941816.1	Spis_XP_022797551_1	1039	
NW_019217784.1	1832079	1842829		plus	PR domain zinc finger protein 4-like	LOC111336163	111336163	protein-coding	XM_022942240.1	Spis_XP_022797975_1	1082	
NW_019217784.1	1844376	1854623		minus	PR domain zinc finger protein 4-like	LOC111336247	111336247	protein-coding	XM_022942333.1	Spis_XP_022798068_1	969	
NW_019217784.1	1854823	1865816		minus	centrosomal protein of 120 kDa-like	LOC111322345	111322345	protein-coding	XM_022925456.1	Spis_XP_022781191_1	1039	
NW_019217784.1	1866107	1869619		plus	putative leucine-rich repeat-containing protein DDB_G0290503	LOC111323325	111323325	protein-coding	XM_022926682.1	Spis_XP_022782417_1	386	
NW_019217784.1	1869318	1870939		minus	uncharacterized protein LOC111323420	LOC111323420	111323420	protein-coding	XM_022926792.1	Spis_XP_022782527_1	154	
NW_019217784.1	1871150	1873195		minus	EF-hand calcium-binding domain-containing protein 2-like	LOC111336976	111336976	protein-coding	XM_022943208.1	Spis_XP_022798943_1	175	
NW_019217784.1	1873295	1876386		plus	DET1- and DDB1-associated protein 1-like	LOC111320668	111320668	protein-coding	XM_022923333.1	Spis_XP_022779068_1	107	
NW_019217784.1	1879695	1904945		minus	protein unc-13 homolog B-like isoform X1	LOC111329162	111329162	protein-coding	XM_022933809.1	Spis_XP_022789544_1	1545	
NW_019217784.1	1908416	1915448		plus	E3 ubiquitin-protein ligase RNF126-B-like	LOC111329064	111329064	protein-coding	XM_022933699.1	Spis_XP_022789434_1	260	
NW_019217784.1	1915605	1921744		minus	chromatin assembly factor 1 subunit A-B-like	LOC111328988	111328988	protein-coding	XM_022933587.1	Spis_XP_022789322_1	523	
NW_019217784.1	1921049	1923751		minus	vicilin-like seed storage protein At2g18540	LOC111336333	111336333	protein-coding	XM_022942446.1	Spis_XP_022798181_1	314	
NW_019217784.1	1923744	1926521		plus	DNA-directed RNA polymerase II subunit RPB11-a-like	LOC111342203	111342203	protein-coding	XM_022949285.1	Spis_XP_022805020_1	192	
NW_019217784.1	1926490	1929187		minus	protein boule-like	LOC111342296	111342296	protein-coding	XM_022949397.1	Spis_XP_022805132_1	158	
NW_019217784.1	1930544	1935839		minus	tropomyosin-like	LOC111319446	111319446	protein-coding	XM_022922245.1	Spis_XP_022777980_1	242	
NW_019217784.1	1952686	1960237		minus	tropomyosin-like	LOC111343294	111343294	protein-coding	XM_022950474.1	Spis_XP_022806209_1	242	
NW_019217784.1	1961882	1992293		minus	myosin heavy chain, non-muscle-like	LOC111343079	111343079	protein-coding	XM_022950252.1	Spis_XP_022805987_1	1655	
NW_019217784.1	1966728	1972306		plus	tetratricopeptide repeat protein 28-like	LOC111343171	111343171	protein-coding	XM_022950356.1	Spis_XP_022806091_1	402	
NW_019217784.1	1992418	1999032		plus	lysine-specific demethylase 8-like	LOC111336606	111336606	protein-coding	XM_022942763.1	Spis_XP_022798498_1	364	
NW_019217784.1	1999442	2020296		minus	follistatin-like isoform X1	LOC111325534	111325534	protein-coding	XM_022929397.1	Spis_XP_022785132_1	405	
NW_019217784.1	2025365	2043637		minus	sodium channel protein 1 brain-like	LOC111326949	111326949	protein-coding	XM_022931074.1	Spis_XP_022786809_1	1763	
NW_019217784.1	2052775	2059322		plus	molybdopterin synthase catalytic subunit-like	LOC111330350	111330350	protein-coding	XM_022935226.1	Spis_XP_022790961_1	166	
NW_019217784.1	2059347	2067316		minus	DNA-directed RNA polymerase III subunit RPC3-like isoform X1	LOC111330188	111330188	protein-coding	XM_022935049.1	Spis_XP_022790784_1	527	
NW_019217784.1	2070259	2074369		minus	uncharacterized protein LOC111330445	LOC111330445	111330445	protein-coding	XM_022935335.1	Spis_XP_022791070_1	553	
NW_019217784.1	2075590	2078844		minus	methylmalonyl-CoA epimerase, mitochondrial-like	LOC111330599	111330599	protein-coding	XM_022935518.1	Spis_XP_022791253_1	167	
NW_019217784.1	2079855	2082265		minus	E3 ubiquitin-protein ligase MARCH3-like	LOC111347175	111347175	protein-coding	XM_022954469.1	Spis_XP_022810204_1	222	
NW_019217784.1	2083448	2084194		minus	histone H1-gamma, late-like	LOC111336700	111336700	protein-coding	XM_022942873.1	Spis_XP_022798608_1	248	
NW_019217784.1	2085774	2092126		plus	cation channel sperm-associated protein 2-like isoform X1	LOC111340042	111340042	protein-coding	XM_022946850.1	Spis_XP_022802585_1	551	
NW_019217784.1	2092223	2093816		minus	keratinocyte-associated protein 2-like	LOC111340274	111340274	protein-coding	XM_022947132.1	Spis_XP_022802867_1	134	
NW_019217784.1	2093846	2096664		plus	DET1 homolog	LOC111340192	111340192	protein-coding	XM_022947022.1	Spis_XP_022802757_1	543	
NW_019217784.1	2097899	2101088		minus	40S ribosomal protein S6-like	LOC111331212	111331212	protein-coding	XM_022936310.1	Spis_XP_022792045_1	246	
NW_019217784.1	2101118	2111214		plus	gamma-tubulin complex component 4-like	LOC111336792	111336792	protein-coding	XM_022942988.1	Spis_XP_022798723_1	563	
NW_019217784.1	2111627	2123404		minus	3-hydroxy-3-methylglutaryl-coenzyme A reductase-like isoform X1	LOC111330985	111330985	protein-coding	XM_022936039.1	Spis_XP_022791774_1	891	
NW_019217784.1	2123510	2132284		plus	heterogeneous nuclear ribonucleoprotein K-like	LOC111331125	111331125	protein-coding	XM_022936213.1	Spis_XP_022791948_1	361	
NW_019217784.1	2133944	2149157		plus	ubiquitin-associated protein 2-like	LOC111324732	111324732	protein-coding	XM_022928397.1	Spis_XP_022784132_1	1025	
NW_019217784.1	2149065	2150574		minus	anaphase-promoting complex subunit 11-like	LOC111325008	111325008	protein-coding	XM_022928735.1	Spis_XP_022784470_1	80	
NW_019217784.1	2150777	2153732		plus	frataxin, mitochondrial-like	LOC111324823	111324823	protein-coding	XM_022928518.1	Spis_XP_022784253_1	226	
NW_019217784.1	2153804	2155547		minus	nucleotide triphosphate diphosphatase NUDT15-like	LOC111324919	111324919	protein-coding	XM_022928619.1	Spis_XP_022784354_1	163	
NW_019217784.1	2155594	2160758		plus	dynein assembly factor 4, axonemal-like	LOC111320621	111320621	protein-coding	XM_022923273.1	Spis_XP_022779008_1	423	
NW_019217784.1	2161379	2165435		plus	cyclin-dependent kinase 7-like isoform X1	LOC111343830	111343830	protein-coding	XM_022951054.1	Spis_XP_022806789_1	308	
NW_019217784.1	2168358	2176653		plus	lamin-B1-like	LOC111334136	111334136	protein-coding	XM_022939859.1	Spis_XP_022795594_1	567	
NW_019217784.1	2177149	2180600		plus	metaxin-1-like	LOC111331476	111331476	protein-coding	XM_022936631.1	Spis_XP_022792366_1	305	
NW_019217784.1	2182260	2185441		plus	galanin receptor type 1-like	LOC111336888	111336888	protein-coding	XM_022943094.1	Spis_XP_022798829_1	463	
NW_019217784.1	2190978	2193102		minus	neuropeptide FF receptor 2-like	LOC111320603	111320603	protein-coding	XM_022923259.1	Spis_XP_022778994_1	382	
NW_019217784.1	2201163	2220039		plus	mitogen-activated protein kinase kinase kinase 19-like	LOC111337057	111337057	protein-coding	XM_022943319.1	Spis_XP_022799054_1	533	
NW_019217784.1	2224076	2243590		plus	polyamine oxidase-like	LOC111320559	111320559	protein-coding	XM_022923215.1	Spis_XP_022778950_1	475	
NW_019217784.1	2244235	2247055		minus	extracellular calcium-sensing receptor-like	LOC111320548	111320548	protein-coding	XM_022923205.1	Spis_XP_022778940_1	904	
NW_019217784.1	2250568	2253056		plus	carbohydrate sulfotransferase 11-like	LOC111319127	111319127	protein-coding	XM_022921989.1	Spis_XP_022777724_1	295	
NW_019217784.1	2254042	2268644		minus	neuropeptide FF receptor 2-like	LOC111342577	111342577	protein-coding	XM_022949706.1	Spis_XP_022805441_1	304	
NW_019217784.1	2260925	2270848		plus	galanin receptor type 1-like	LOC111342482	111342482	protein-coding	XM_022949609.1	Spis_XP_022805344_1	440	
NW_019217784.1	2274445	2285964		plus	uncharacterized protein LOC111346660	LOC111346660	111346660	protein-coding	XM_022953964.1	Spis_XP_022809699_1	1142	
NW_019217784.1	2305490	2310321		minus	uncharacterized protein LOC111338616	LOC111338616	111338616	protein-coding	XM_022945158.1	Spis_XP_022800893_1	740	
NW_019217784.1	2314602	2316333		minus	kinesin light chain-like	LOC111337431	111337431	protein-coding	XM_022943755.1	Spis_XP_022799490_1	148	
NW_019217784.1	2316603	2324222		minus	uncharacterized protein LOC111338702	LOC111338702	111338702	protein-coding	XM_022945255.1	Spis_XP_022800990_1	639	
NW_019217784.1	2328681	2329961		minus	uncharacterized LOC111329814	LOC111329814	111329814	lncRNA	XR_002694752.1			
NW_019217784.1	2330405	2357276		minus	protein argonaute-2-like	LOC111337602	111337602	protein-coding	XM_022943971.1	Spis_XP_022799706_1	762	
NW_019217784.1	2357511	2359836		plus	uncharacterized protein LOC111329713	LOC111329713	111329713	protein-coding	XM_022934512.1	Spis_XP_022790247_1	505	
NW_019217784.1	2375884	2385732		minus	protein argonaute-2-like	LOC111330903	111330903	protein-coding	XM_022935927.1	Spis_XP_022791662_1	1030	
NW_019217784.1	2402460	2409536		plus	uncharacterized protein LOC111324491	LOC111324491	111324491	protein-coding	XM_022928099.1	Spis_XP_022783834_1	507	
NW_019217784.1	2407859	2421088		plus	retinal Mueller cells isomerohydrolase-like	LOC111324579	111324579	protein-coding	XM_022928216.1	Spis_XP_022783951_1	506	
NW_019217784.1	2418159	2418980		minus	uncharacterized LOC111324673	LOC111324673	111324673	lncRNA	XR_002694286.1			
NW_019217784.1	2443865	2446041		plus	insulinoma-associated protein 1a-like	LOC111319231	111319231	protein-coding	XM_022922073.1	Spis_XP_022777808_1	402	
NW_019217784.1	2463735	2474302		minus	lysocardiolipin acyltransferase 1-like isoform X1	LOC111341508	111341508	protein-coding	XM_022948526.1	Spis_XP_022804261_1	372	
NW_019217784.1	2489517	2496410		plus	zona pellucida-like domain-containing protein 1	LOC111320643	111320643	protein-coding	XM_022923301.1	Spis_XP_022779036_1	384	
NW_019217784.1	2500797	2516848		plus	cleft lip and palate transmembrane protein 1 homolog	LOC111346367	111346367	protein-coding	XM_022953683.1	Spis_XP_022809418_1	627	
NW_019217784.1	2529428	2530849		plus	kappa-type opioid receptor-like	LOC111347274	111347274	protein-coding	XM_022954565.1	Spis_XP_022810300_1	308	
NW_019217784.1	2545804	2555975		minus	uncharacterized protein LOC111344271	LOC111344271	111344271	protein-coding	XM_022951518.1	Spis_XP_022807253_1	377	
NW_019217784.1	2562164	2565435		plus	short-chain dehydrogenase/reductase family 9C member 7-like	LOC111344491	111344491	protein-coding	XM_022951759.1	Spis_XP_022807494_1	367	
NW_019217784.1	2565415	2574263		minus	eukaryotic translation initiation factor 5-like	LOC111344177	111344177	protein-coding	XM_022951421.1	Spis_XP_022807156_1	434	
NW_019217784.1	2574348	2582975		plus	menin-like	LOC111344080	111344080	protein-coding	XM_022951318.1	Spis_XP_022807053_1	567	
NW_019217784.1	2585244	2608967		plus	kinesin light chain-like isoform X3	LOC111347580	111347580	protein-coding	XM_022921716.1	Spis_XP_022777451_1	542	
NW_019217784.1	2597661	2603552		minus	uncharacterized LOC111318921, transcript variant X2	LOC111318921	111318921	lncRNA	XR_002693684.1			
NW_019217784.1	2609274	2613247		plus	probable ATP-dependent RNA helicase DDX49	LOC111320651	111320651	protein-coding	XM_022923308.1	Spis_XP_022779043_1	453	
NW_019217784.1	2623750	2625305		minus	translin-like	LOC111337783	111337783	protein-coding	XM_022944181.1	Spis_XP_022799916_1	104	
NW_019217784.1	2634304	2644087		plus	visual system homeobox 2-like	LOC111337964	111337964	protein-coding	XM_022944402.1	Spis_XP_022800137_1	288	
NW_019217784.1	2685260	2693657		minus	MAP3K12-binding inhibitory protein 1-like	LOC111330737	111330737	protein-coding	XM_022935696.1	Spis_XP_022791431_1	304	
NW_019217784.1	2687889	2689750		plus	histone H2B, gonadal-like	LOC111330819	111330819	protein-coding	XM_022935809.1	Spis_XP_022791544_1	228	
NW_019217784.1	2693730	2700535		plus	LOW QUALITY PROTEIN: DNA-directed RNA polymerase II subunit RPB7-like	LOC111336069	111336069	protein-coding	XM_022942129.1	Spis_XP_022797864_1	171	
NW_019217784.1	2700186	2710742		minus	uncharacterized protein LOC111335979	LOC111335979	111335979	protein-coding	XM_022942024.1	Spis_XP_022797759_1	642	
NW_019217784.1	2710837	2716434		plus	uncharacterized protein LOC111328816	LOC111328816	111328816	protein-coding	XM_022933369.1	Spis_XP_022789104_1	300	
NW_019217784.1	2717155	2722226		minus	hydrolethalus syndrome protein 1 homolog	LOC111328739	111328739	protein-coding	XM_022933264.1	Spis_XP_022788999_1	334	
NW_019217784.1	2722243	2725800		plus	uncharacterized protein LOC111328904	LOC111328904	111328904	protein-coding	XM_022933478.1	Spis_XP_022789213_1	117	
NW_019217784.1	2725961	2728500		plus	ribonuclease T2-like	LOC111337875	111337875	protein-coding	XM_022944292.1	Spis_XP_022800027_1	166	
NW_019217784.1	2730129	2732167		minus	alpha-1B adrenergic receptor-like	LOC111333769	111333769	protein-coding	XM_022939423.1	Spis_XP_022795158_1	390	
NW_019217784.1	2733066	2757472		plus	triokinase/FMN cyclase-like isoform X1	LOC111327340	111327340	protein-coding	XM_022931531.1	Spis_XP_022787266_1	598	
NW_019217784.1	2763843	2764898		minus	notch-regulated ankyrin repeat-containing protein A-like	LOC111335887	111335887	protein-coding	XM_022941916.1	Spis_XP_022797651_1	172	
NW_019217784.1	2771575	2776660		plus	uncharacterized LOC111341010	LOC111341010	111341010	lncRNA	XR_002695815.1			
NW_019217784.1	2778561	2780796		minus	D(1) dopamine receptor-like	LOC111332897	111332897	protein-coding	XM_022938402.1	Spis_XP_022794137_1	405	
NW_019217784.1	2795134	2800294		plus	octopamine receptor Oamb-like	LOC111338919	111338919	protein-coding	XM_022945833.1	Spis_XP_022801568_1	408	
NW_019217784.1	2810178	2811116		minus	dopamine D2-like receptor	LOC111338064	111338064	protein-coding	XM_022944508.1	Spis_XP_022800243_1	312	
NW_019217784.1	2814792	2822130		minus	uncharacterized protein LOC111319553	LOC111319553	111319553	protein-coding	XM_022922334.1	Spis_XP_022778069_1	534	
NW_019217784.1	2823003	2827345		plus	uncharacterized protein LOC111338152	LOC111338152	111338152	protein-coding	XM_022944617.1	Spis_XP_022800352_1	530	
NW_019217784.1	2828701	2830532		plus	probable G-protein coupled receptor No9	LOC111338246	111338246	protein-coding	XM_022944722.1	Spis_XP_022800457_1	377	
NW_019217784.1	2835855	2840930		plus	5-hydroxytryptamine receptor-like	LOC111335131	111335131	protein-coding	XM_022941025.1	Spis_XP_022796760_1	331	
NW_019217784.1	2840962	2845042		minus	ZP domain-containing protein-like	LOC111335284	111335284	protein-coding	XM_022941200.1	Spis_XP_022796935_1	388	
NW_019217784.1	2853185	2858146		minus	zona pellucida-like domain-containing protein 1	LOC111338332	111338332	protein-coding	XM_022944840.1	Spis_XP_022800575_1	393	
NW_019217784.1	2867516	2869051		minus	ZP domain-containing protein-like	LOC111338423	111338423	protein-coding	XM_022944956.1	Spis_XP_022800691_1	217	
NW_019217784.1	2886691	2889620		plus	adenosine receptor A2b-like	LOC111345124	111345124	protein-coding	XM_022952436.1	Spis_XP_022808171_1	388	
NW_019217784.1	2890559	2899574		plus	acidic fibroblast growth factor intracellular-binding protein-like	LOC111320661	111320661	protein-coding	XM_022923320.1	Spis_XP_022779055_1	368	
NW_019217784.1	2900188	2902496		plus	uncharacterized protein LOC111340559	LOC111340559	111340559	protein-coding	XM_022947456.1	Spis_XP_022803191_1	329	
