Hvul_v3_ATP6	MT_ATP6
Hvul_v3_XM_002156305.4	PLPP3
Hvul_v3_XM_002156309.4	ENKD1
Hvul_v3_XM_002156310.4	NOL12
Hvul_v3_XM_002156311.4	METTL6
Hvul_v3_XM_002156312.4	COX4I2
Hvul_v3_XM_002156317.4	
Hvul_v3_XM_002156318.4	
Hvul_v3_XM_002156326.4	ARHGAP18
Hvul_v3_XM_002156332.3	ZNHIT1
Hvul_v3_XM_002156334.4	PUM3
Hvul_v3_XM_002156335.4	AC012314.13
Hvul_v3_XM_002156336.3	GLUL
Hvul_v3_XM_002156339.4	PUDP
Hvul_v3_XM_002156346.4	LMBRD1
Hvul_v3_XM_002156352.4	
Hvul_v3_XM_002156353.4	BZW2
Hvul_v3_XM_002156354.4	TAF9B
Hvul_v3_XM_002156360.4	C12orf29
Hvul_v3_XM_002156383.3	
Hvul_v3_XM_002156395.4	DDX56
Hvul_v3_XM_002156396.4	KBTBD4
Hvul_v3_XM_002156397.4	TM9SF3
Hvul_v3_XM_002156406.4	GPKOW
Hvul_v3_XM_002156409.4	RBBP9
Hvul_v3_XM_002156410.4	MYL9
Hvul_v3_XM_002156420.4	TMOD1
Hvul_v3_XM_002156424.4	NXF1
Hvul_v3_XM_002156426.4	TSPAN31
Hvul_v3_XM_002156431.4	
Hvul_v3_XM_002156433.4	FUT5
Hvul_v3_XM_002156446.4	VPS25
Hvul_v3_XM_002156451.2	STEAP4
Hvul_v3_XM_002156456.4	CREBBP
Hvul_v3_XM_002156461.4	AQP9
Hvul_v3_XM_002156463.4	PYCR1
Hvul_v3_XM_002156465.4	NUP35
Hvul_v3_XM_002156468.4	
Hvul_v3_XM_002156483.4	ALKBH5
Hvul_v3_XM_002156484.4	LAMTOR3
Hvul_v3_XM_002156502.4	LMAN1
Hvul_v3_XM_002156512.4	MRPS2
Hvul_v3_XM_002156514.4	CDR2L
Hvul_v3_XM_002156522.4	EPPIN_WFDC6
Hvul_v3_XM_002156525.4	NR2E1
Hvul_v3_XM_002156538.4	CCNT2
Hvul_v3_XM_002156542.4	ZFYVE21
Hvul_v3_XM_002156545.4	RAB33A
Hvul_v3_XM_002156547.2	ZMYM1
Hvul_v3_XM_002156548.4	PRDM15
Hvul_v3_XM_002156553.4	BTF3L4
Hvul_v3_XM_002156557.3	MFSD4A
Hvul_v3_XM_002156561.4	ATP5F1B
Hvul_v3_XM_002156568.4	UBE2M
Hvul_v3_XM_002156569.3	
Hvul_v3_XM_002156575.4	SRP19
Hvul_v3_XM_002156577.4	ECI2
Hvul_v3_XM_002156578.4	TMED2
Hvul_v3_XM_002156582.4	MCM8
Hvul_v3_XM_002156586.3	GLO1
Hvul_v3_XM_002156590.4	FUT5
Hvul_v3_XM_002156592.4	PMPCB
Hvul_v3_XM_002156616.4	GLIPR2
Hvul_v3_XM_002156624.3	UNC50
Hvul_v3_XM_002156627.4	FTSJ1
Hvul_v3_XM_002156638.4	WNT7B
Hvul_v3_XM_002156641.4	
Hvul_v3_XM_002156653.4	UTP4
Hvul_v3_XM_002156662.4	KLHL18
Hvul_v3_XM_002156670.4	RAPGEF1
Hvul_v3_XM_002156686.4	PRPF3
Hvul_v3_XM_002156695.4	COPE
Hvul_v3_XM_002156702.3	ERICH2
Hvul_v3_XM_002156711.3	MAFA
Hvul_v3_XM_002156718.4	GOT1
Hvul_v3_XM_002156724.3	ABHD5
Hvul_v3_XM_002156737.4	SLC1A2
Hvul_v3_XM_002156742.4	SAR1B
Hvul_v3_XM_002156748.3	CPSF4
Hvul_v3_XM_002156750.4	EIF3L
Hvul_v3_XM_002156755.4	ELAVL3
Hvul_v3_XM_002156756.4	SRSF4
Hvul_v3_XM_002156757.4	NAP1L1
Hvul_v3_XM_002156759.4	PACRG
Hvul_v3_XM_002156762.4	POLR1E
Hvul_v3_XM_002156763.4	CASD1
Hvul_v3_XM_002156773.4	
Hvul_v3_XM_002156774.4	PTS
Hvul_v3_XM_002156775.4	PRIMPOL
Hvul_v3_XM_002156780.2	
Hvul_v3_XM_002156781.4	RAB20
Hvul_v3_XM_002156782.4	PLEKHF2
Hvul_v3_XM_002156788.4	
Hvul_v3_XM_002156791.4	RHOA
Hvul_v3_XM_002156793.4	
Hvul_v3_XM_002156799.3	LHX8
Hvul_v3_XM_002156801.4	MRPL28
Hvul_v3_XM_002156807.4	STK40
Hvul_v3_XM_002156811.4	CHTOP
Hvul_v3_XM_002156813.4	LASP1
Hvul_v3_XM_002156815.4	AIFM2
Hvul_v3_XM_002156817.3	RPS9
Hvul_v3_XM_002156821.4	MMP2
Hvul_v3_XM_002156827.4	FOXJ3
Hvul_v3_XM_002156828.4	
Hvul_v3_XM_002156833.4	SGPP2
Hvul_v3_XM_002156839.3	NPC2
Hvul_v3_XM_002156844.4	WDYHV1
Hvul_v3_XM_002156847.4	THOC1
Hvul_v3_XM_002156848.4	
Hvul_v3_XM_002156850.4	MAF1
Hvul_v3_XM_002156852.4	SNRNP25
Hvul_v3_XM_002156854.4	PI4K2A
Hvul_v3_XM_002156857.4	
Hvul_v3_XM_002156861.4	TTC25
Hvul_v3_XM_002156867.4	BRAF
Hvul_v3_XM_002156868.4	PABPC1
Hvul_v3_XM_002156871.4	CHAC2
Hvul_v3_XM_002156876.4	ZNF654
Hvul_v3_XM_002156881.3	PPWD1
Hvul_v3_XM_002156886.4	RTCB
Hvul_v3_XM_002156887.4	GAPVD1
Hvul_v3_XM_002156895.4	SERPINB10
Hvul_v3_XM_002156896.3	CASR
Hvul_v3_XM_002156898.4	RAP1B
Hvul_v3_XM_002156901.4	ETFB
Hvul_v3_XM_002156903.4	KEAP1
Hvul_v3_XM_002156905.4	FAM114A2
Hvul_v3_XM_002156907.4	RDH12
Hvul_v3_XM_002156910.3	UGDH
Hvul_v3_XM_002156911.4	FBXL13
Hvul_v3_XM_002156921.4	DNAJB4
Hvul_v3_XM_002156922.4	MGAT5
Hvul_v3_XM_002156933.4	SIX4
Hvul_v3_XM_002156938.4	RABL2B
Hvul_v3_XM_002156941.4	
Hvul_v3_XM_002156953.4	PLLP
Hvul_v3_XM_002156957.3	
Hvul_v3_XM_002156966.4	BRCC3
Hvul_v3_XM_002156968.4	SYT15
Hvul_v3_XM_002156974.4	NOL10
Hvul_v3_XM_002156977.4	BLOC1S1
Hvul_v3_XM_002156990.3	AGPAT1
Hvul_v3_XM_002156991.4	
Hvul_v3_XM_002156992.3	KLHDC2
Hvul_v3_XM_002156993.2	AQP2
Hvul_v3_XM_002156999.4	PRMT1
Hvul_v3_XM_002157003.4	EXOSC7
Hvul_v3_XM_002157008.4	
Hvul_v3_XM_002157019.3	
Hvul_v3_XM_002157023.4	ARPC1A
Hvul_v3_XM_002157036.4	
Hvul_v3_XM_002157043.4	DAB2IP
Hvul_v3_XM_002157057.4	NOTCH1
Hvul_v3_XM_002157060.4	TRAF7
Hvul_v3_XM_002157066.4	
Hvul_v3_XM_002157067.4	
Hvul_v3_XM_002157071.4	IRAK1BP1
Hvul_v3_XM_002157083.4	GSTT1
Hvul_v3_XM_002157096.4	BICD1
Hvul_v3_XM_002157098.4	GARS1
Hvul_v3_XM_002157101.4	ELOB
Hvul_v3_XM_002157103.4	FAM50A
Hvul_v3_XM_002157107.4	POLR2G
Hvul_v3_XM_002157109.4	
Hvul_v3_XM_002157113.3	ARSJ
Hvul_v3_XM_002157115.4	RPL4
Hvul_v3_XM_002157116.4	INO80E
Hvul_v3_XM_002157117.4	EIF4E
Hvul_v3_XM_002157122.3	DDX55
Hvul_v3_XM_002157125.4	SNX7
Hvul_v3_XM_002157133.4	NFU1
Hvul_v3_XM_002157142.4	GATD1
Hvul_v3_XM_002157148.4	ECE1
Hvul_v3_XM_002157156.4	ADGRL2
Hvul_v3_XM_002157159.4	SETMAR
Hvul_v3_XM_002157171.3	QDPR
Hvul_v3_XM_002157174.4	KCNH7
Hvul_v3_XM_002157177.4	FAXC
Hvul_v3_XM_002157178.4	DHFR
Hvul_v3_XM_002157195.4	KRTCAP2
Hvul_v3_XM_002157211.3	TYW5
Hvul_v3_XM_002157213.4	
Hvul_v3_XM_002157214.4	KDM1A
Hvul_v3_XM_002157218.4	
Hvul_v3_XM_002157220.4	RBM34
Hvul_v3_XM_002157242.4	NSA2
Hvul_v3_XM_002157246.4	RPN1
Hvul_v3_XM_002157248.4	MOB2
Hvul_v3_XM_002157254.4	ODF3
Hvul_v3_XM_002157255.4	EED
Hvul_v3_XM_002157257.4	VPS4A
Hvul_v3_XM_002157262.4	RPL19
Hvul_v3_XM_002157266.4	EIF1AY
Hvul_v3_XM_002157280.3	
Hvul_v3_XM_002157289.4	
Hvul_v3_XM_002157291.4	RAB27A
Hvul_v3_XM_002157297.4	
Hvul_v3_XM_002157298.3	HMCN1
Hvul_v3_XM_002157300.4	ENPP5
Hvul_v3_XM_002157310.4	UBA5
Hvul_v3_XM_002157314.4	TPT1
Hvul_v3_XM_002157319.4	PRDM14
Hvul_v3_XM_002157321.4	PCCB
Hvul_v3_XM_002157329.4	NDUFA8
Hvul_v3_XM_002157348.4	TP53BP2
Hvul_v3_XM_002157349.4	PPM1A
Hvul_v3_XM_002157351.4	LRRC6
Hvul_v3_XM_002157354.4	HADH
Hvul_v3_XM_002157357.4	PLA2G3
Hvul_v3_XM_002157360.4	AP2S1
Hvul_v3_XM_002157361.4	ASTL
Hvul_v3_XM_002157366.3	NPLOC4
Hvul_v3_XM_002157369.4	CLK2
Hvul_v3_XM_002157372.4	WDR37
Hvul_v3_XM_002157374.4	RNF185
Hvul_v3_XM_002157399.4	GLIPR2
Hvul_v3_XM_002157406.4	CSRP2
Hvul_v3_XM_002157415.4	TOMM70
Hvul_v3_XM_002157432.4	
Hvul_v3_XM_002157437.4	KEAP1
Hvul_v3_XM_002157440.4	TSSK1B
Hvul_v3_XM_002157441.3	RBM25
Hvul_v3_XM_002157442.4	FOXK1
Hvul_v3_XM_002157445.4	RCC1
Hvul_v3_XM_002157451.3	ZBED4
Hvul_v3_XM_002157453.4	CPA2
Hvul_v3_XM_002157456.4	
Hvul_v3_XM_002157464.4	
Hvul_v3_XM_002157473.4	FHOD3
Hvul_v3_XM_002157480.4	ARL2
Hvul_v3_XM_002157485.4	SUCLG2
Hvul_v3_XM_002157487.3	MRPL46
Hvul_v3_XM_002157488.4	HSP90B1
Hvul_v3_XM_002157494.4	SRRM2
Hvul_v3_XM_002157504.3	ARF6
Hvul_v3_XM_002157508.4	
Hvul_v3_XM_002157509.3	ARMC1
Hvul_v3_XM_002157511.3	DESI2
Hvul_v3_XM_002157523.4	
Hvul_v3_XM_002157529.4	HDDC3
Hvul_v3_XM_002157539.4	CTH
Hvul_v3_XM_002157541.4	UFSP1
Hvul_v3_XM_002157559.3	IPO13
Hvul_v3_XM_002157564.4	RPL35
Hvul_v3_XM_002157569.4	F8A1
Hvul_v3_XM_002157571.4	RFX2
Hvul_v3_XM_002157574.4	POLR2I
Hvul_v3_XM_002157575.4	CA13
Hvul_v3_XM_002157577.4	DLST
Hvul_v3_XM_002157584.4	SSR4
Hvul_v3_XM_002157586.3	HMGXB4
Hvul_v3_XM_002157603.4	RAB8A
Hvul_v3_XM_002157604.4	CBR1
Hvul_v3_XM_002157605.4	BEND3
Hvul_v3_XM_002157606.4	SNW1
Hvul_v3_XM_002157610.4	ARID1A
Hvul_v3_XM_002157614.4	TXN
Hvul_v3_XM_002157617.3	
Hvul_v3_XM_002157624.4	
Hvul_v3_XM_002157625.4	VPS28
Hvul_v3_XM_002157634.4	DNAJB9
Hvul_v3_XM_002157651.4	PPIB
Hvul_v3_XM_002157653.4	FAM166B
Hvul_v3_XM_002157668.4	
Hvul_v3_XM_002157671.4	GMDS
Hvul_v3_XM_002157672.4	NUDT14
Hvul_v3_XM_002157673.4	GLRX3
Hvul_v3_XM_002157676.4	RNF8
Hvul_v3_XM_002157680.3	
Hvul_v3_XM_002157690.4	NDUFS4
Hvul_v3_XM_002157695.4	TOGARAM1
Hvul_v3_XM_002157702.4	NDUFA5
Hvul_v3_XM_002157705.3	TLL1
Hvul_v3_XM_002157718.4	MKS1
Hvul_v3_XM_002157734.4	ODC1
Hvul_v3_XM_002157743.3	MRPL16
Hvul_v3_XM_002157752.4	EEF2
Hvul_v3_XM_002157757.4	CPT2
Hvul_v3_XM_002157759.4	ELAC1
Hvul_v3_XM_002157764.4	SLC46A1
Hvul_v3_XM_002157772.3	PARD6A
Hvul_v3_XM_002157774.3	FP565260.1
Hvul_v3_XM_002157782.4	KAZALD1
Hvul_v3_XM_002157784.3	CINP
Hvul_v3_XM_002157785.4	CNTNAP2
Hvul_v3_XM_002157786.4	CMPK1
Hvul_v3_XM_002157792.2	COX10
Hvul_v3_XM_002157797.4	GM2A
Hvul_v3_XM_002157801.4	FNBP1L
Hvul_v3_XM_002157802.4	MSRB3
Hvul_v3_XM_002157803.3	CBR3
Hvul_v3_XM_002157804.4	SIK3
Hvul_v3_XM_002157808.4	ISCA2
Hvul_v3_XM_002157823.4	
Hvul_v3_XM_002157835.4	LRRC57
Hvul_v3_XM_002157840.4	
Hvul_v3_XM_002157841.4	BOLL
Hvul_v3_XM_002157849.4	PPP3CA
Hvul_v3_XM_002157853.4	MAN1B1
Hvul_v3_XM_002157858.4	SYNCRIP
Hvul_v3_XM_002157859.4	TAF13
Hvul_v3_XM_002157864.4	TK1
Hvul_v3_XM_002157866.4	SNRNP70
Hvul_v3_XM_002157867.4	TMEM106B
Hvul_v3_XM_002157868.4	IMP3
Hvul_v3_XM_002157871.3	
Hvul_v3_XM_002157876.3	GIN1
Hvul_v3_XM_002157879.4	CBWD1
Hvul_v3_XM_002157883.3	AC092647.5
Hvul_v3_XM_002157894.3	PI16
Hvul_v3_XM_002157898.4	TXNL1
Hvul_v3_XM_002157901.4	IGF2BP2
Hvul_v3_XM_002157910.1	
Hvul_v3_XM_002157915.4	EXOSC10
Hvul_v3_XM_002157918.4	ZNHIT3
Hvul_v3_XM_002157920.3	IST1
Hvul_v3_XM_002157923.4	CZIB
Hvul_v3_XM_002157928.4	GOLPH3
Hvul_v3_XM_002157930.3	
Hvul_v3_XM_002157933.4	RBPMS
Hvul_v3_XM_002157935.4	C7orf25
Hvul_v3_XM_002157937.4	NEK7
Hvul_v3_XM_002157938.4	WNT11
Hvul_v3_XM_002157939.4	
Hvul_v3_XM_002157941.3	
Hvul_v3_XM_002157949.4	MCFD2
Hvul_v3_XM_002157960.4	UBE2E3
Hvul_v3_XM_002157963.4	
Hvul_v3_XM_002157967.2	B3GNT3
Hvul_v3_XM_002157969.4	RUVBL1
Hvul_v3_XM_002158001.4	ADAMTS18
Hvul_v3_XM_002158004.4	UBA52
Hvul_v3_XM_002158006.4	PSMC4
Hvul_v3_XM_002158009.4	ISG20L2
Hvul_v3_XM_002158011.4	TMED7
Hvul_v3_XM_002158012.3	AGMAT
Hvul_v3_XM_002158020.4	CNFN
Hvul_v3_XM_002158021.4	CRAT
Hvul_v3_XM_002158023.4	ACP7
Hvul_v3_XM_002158034.4	SLC22A15
Hvul_v3_XM_002158042.4	AATF
Hvul_v3_XM_002158044.4	UPB1
Hvul_v3_XM_002158050.4	ACOT1
Hvul_v3_XM_002158055.4	LIN52
Hvul_v3_XM_002158057.3	OTUD6B
Hvul_v3_XM_002158070.4	CHRDL1
Hvul_v3_XM_002158083.4	DUSP6
Hvul_v3_XM_002158084.4	ZRSR2
Hvul_v3_XM_002158086.4	VPS39
Hvul_v3_XM_002158091.4	MRPL13
Hvul_v3_XM_002158093.4	
Hvul_v3_XM_002158096.4	ENY2
Hvul_v3_XM_002158100.4	HPCAL1
Hvul_v3_XM_002158102.4	RABEP1
Hvul_v3_XM_002158112.4	ADAT2
Hvul_v3_XM_002158118.4	AK6
Hvul_v3_XM_002158129.4	
Hvul_v3_XM_002158132.4	MDM2
Hvul_v3_XM_002158138.4	STYX
Hvul_v3_XM_002158139.4	QPCT
Hvul_v3_XM_002158150.4	BMP1
Hvul_v3_XM_002158152.4	PSMA5
Hvul_v3_XM_002158156.3	ARRB1
Hvul_v3_XM_002158160.3	
Hvul_v3_XM_002158161.4	PCK2
Hvul_v3_XM_002158164.4	YJU2
Hvul_v3_XM_002158168.4	DKK3
Hvul_v3_XM_002158176.4	HEBP2
Hvul_v3_XM_002158181.3	RPL8
Hvul_v3_XM_002158188.4	LZIC
Hvul_v3_XM_002158195.4	SNRPD2
Hvul_v3_XM_002158202.4	AP1M1
Hvul_v3_XM_002158219.4	SLC17A6
Hvul_v3_XM_002158221.4	ANKRD42
Hvul_v3_XM_002158225.4	ADORA2B
Hvul_v3_XM_002158226.4	NIPAL2
Hvul_v3_XM_002158233.4	ELOVL4
Hvul_v3_XM_002158236.4	THUMPD3
Hvul_v3_XM_002158256.4	SCUBE1
Hvul_v3_XM_002158259.1	THAP12
Hvul_v3_XM_002158262.4	PFDN4
Hvul_v3_XM_002158265.3	HPGDS
Hvul_v3_XM_002158267.4	ARIH1
Hvul_v3_XM_002158276.3	
Hvul_v3_XM_002158283.4	COL2A1
Hvul_v3_XM_002158285.4	SCLY
Hvul_v3_XM_002158289.4	H2AX
Hvul_v3_XM_002158293.4	
Hvul_v3_XM_002158297.4	CPD
Hvul_v3_XM_002158300.3	SLC25A3
Hvul_v3_XM_002158301.4	UQCRFS1
Hvul_v3_XM_002158303.4	MALT1
Hvul_v3_XM_002158315.3	
Hvul_v3_XM_002158319.4	RABIF
Hvul_v3_XM_002158330.4	C19orf47
Hvul_v3_XM_002158335.4	NUP43
Hvul_v3_XM_002158336.4	TMEM230
Hvul_v3_XM_002158340.4	
Hvul_v3_XM_002158350.3	
Hvul_v3_XM_002158351.4	TRAPPC3
Hvul_v3_XM_002158377.4	UBC
Hvul_v3_XM_002158383.3	
Hvul_v3_XM_002158387.3	GSTA3
Hvul_v3_XM_002158401.3	ICA1
Hvul_v3_XM_002158409.3	CHCHD4
Hvul_v3_XM_002158413.4	B4GALNT4
Hvul_v3_XM_002158415.4	
Hvul_v3_XM_002158417.4	
Hvul_v3_XM_002158436.4	SARDH
Hvul_v3_XM_002158447.4	RAB4B_EGLN2
Hvul_v3_XM_002158453.4	
Hvul_v3_XM_002158454.4	OGFOD3
Hvul_v3_XM_002158460.3	
Hvul_v3_XM_002158461.3	TPD52L1
Hvul_v3_XM_002158468.4	
Hvul_v3_XM_002158469.3	
Hvul_v3_XM_002158470.4	BMP1
Hvul_v3_XM_002158485.4	POLR2C
Hvul_v3_XM_002158496.4	
Hvul_v3_XM_002158497.4	APOD
Hvul_v3_XM_002158500.4	DAPK3
Hvul_v3_XM_002158503.4	
Hvul_v3_XM_002158504.4	TEX264
Hvul_v3_XM_002158507.4	SLC15A4
Hvul_v3_XM_002158511.3	NIT2
Hvul_v3_XM_002158520.4	UCKL1
Hvul_v3_XM_002158534.4	SDR39U1
Hvul_v3_XM_002158537.4	THOP1
Hvul_v3_XM_002158538.4	TIMM23
Hvul_v3_XM_002158550.4	CYB561D2
Hvul_v3_XM_002158561.3	
Hvul_v3_XM_002158567.4	BMPR1B
Hvul_v3_XM_002158572.4	CTSL
Hvul_v3_XM_002158578.4	PPP5C
Hvul_v3_XM_002158581.4	ADPGK
Hvul_v3_XM_002158582.3	CSTB
Hvul_v3_XM_002158583.3	HTATSF1
Hvul_v3_XM_002158587.4	
Hvul_v3_XM_002158590.4	TMCO3
Hvul_v3_XM_002158591.3	
Hvul_v3_XM_002158594.4	RPS8
Hvul_v3_XM_002158597.3	HEBP2
Hvul_v3_XM_002158602.4	PRDM13
Hvul_v3_XM_002158609.4	
Hvul_v3_XM_002158611.4	TRA2B
Hvul_v3_XM_002158612.4	MCEE
Hvul_v3_XM_002158613.4	
Hvul_v3_XM_002158614.4	ACTR1A
Hvul_v3_XM_002158615.4	MARCHF1
Hvul_v3_XM_002158624.4	
Hvul_v3_XM_002158626.4	IVD
Hvul_v3_XM_002158631.4	TM2D3
Hvul_v3_XM_002158643.4	CBY1
Hvul_v3_XM_002158653.4	ATG4C
Hvul_v3_XM_002158664.4	ARHGAP24
Hvul_v3_XM_002158676.4	
Hvul_v3_XM_002158678.4	GSTT1
Hvul_v3_XM_002158684.4	DMRTA2
Hvul_v3_XM_002158688.4	ABRACL
Hvul_v3_XM_002158690.4	MIB1
Hvul_v3_XM_002158695.3	
Hvul_v3_XM_002158697.4	H2BC13
Hvul_v3_XM_002158699.4	
Hvul_v3_XM_002158703.4	RHOC
Hvul_v3_XM_002158708.4	DEGS1
Hvul_v3_XM_002158714.4	UBE2L3
Hvul_v3_XM_002158716.4	CRYAB
Hvul_v3_XM_002158718.4	
Hvul_v3_XM_002158720.4	
Hvul_v3_XM_002158726.4	RPS11
Hvul_v3_XM_002158732.4	ZDHHC3
Hvul_v3_XM_002158741.4	ZBTB41
Hvul_v3_XM_002158746.4	SERAC1
Hvul_v3_XM_002158756.3	
Hvul_v3_XM_002158775.4	NOSIP
Hvul_v3_XM_002158779.4	RAC1
Hvul_v3_XM_002158780.4	
Hvul_v3_XM_002158781.4	
Hvul_v3_XM_002158788.3	CIAO1
Hvul_v3_XM_002158794.4	
Hvul_v3_XM_002158797.4	MITF
Hvul_v3_XM_002158808.4	RGMA
Hvul_v3_XM_002158812.4	
Hvul_v3_XM_002158814.3	TBC1D10A
Hvul_v3_XM_002158816.4	MMACHC
Hvul_v3_XM_002158818.3	
Hvul_v3_XM_002158823.3	ESM1
Hvul_v3_XM_002158824.4	TAGLN3
Hvul_v3_XM_002158830.4	ASAH1
Hvul_v3_XM_002158831.4	
Hvul_v3_XM_002158833.4	OPN3
Hvul_v3_XM_002158835.4	
Hvul_v3_XM_002158837.4	LAMP1
Hvul_v3_XM_002158848.4	NUCB2
Hvul_v3_XM_002158854.4	SEC22A
Hvul_v3_XM_002158855.4	CCT4
Hvul_v3_XM_002158856.4	RNLS
Hvul_v3_XM_002158860.4	
Hvul_v3_XM_002158861.4	THEM4
Hvul_v3_XM_002158863.4	RAB35
Hvul_v3_XM_002158865.4	PSAT1
Hvul_v3_XM_002158875.4	
Hvul_v3_XM_002158878.4	PRRT1
Hvul_v3_XM_002158880.4	IGFBP7
Hvul_v3_XM_002158881.3	
Hvul_v3_XM_002158887.4	TMEM272
Hvul_v3_XM_002158906.3	MMUT
Hvul_v3_XM_002158909.4	ACTR2
Hvul_v3_XM_002158915.4	KIF17
Hvul_v3_XM_002158918.4	PRIM2
Hvul_v3_XM_002158927.4	ZMIZ1
Hvul_v3_XM_002158938.3	HEATR5B
Hvul_v3_XM_002158941.4	KLHL2
Hvul_v3_XM_002158942.4	FERMT2
Hvul_v3_XM_002158947.4	E4F1
Hvul_v3_XM_002158949.2	
Hvul_v3_XM_002158954.4	MAPK6
Hvul_v3_XM_002158956.4	PGLS
Hvul_v3_XM_002158958.4	
Hvul_v3_XM_002158959.4	RDH12
Hvul_v3_XM_002158962.4	
Hvul_v3_XM_002158963.4	FADS2
Hvul_v3_XM_002158972.4	H1_0
Hvul_v3_XM_002158973.4	ZCRB1
Hvul_v3_XM_002158987.4	ABHD11
Hvul_v3_XM_002158998.4	HEXA
Hvul_v3_XM_002159000.3	
Hvul_v3_XM_002159005.3	
Hvul_v3_XM_002159016.4	PPME1
Hvul_v3_XM_002159017.4	RPL23A
Hvul_v3_XM_002159021.4	TSNAX
Hvul_v3_XM_002159022.4	TRAPPC2L
Hvul_v3_XM_002159023.4	HPD
Hvul_v3_XM_002159032.4	PCSK4
Hvul_v3_XM_002159038.4	PDZRN3
Hvul_v3_XM_002159039.3	NRXN1
Hvul_v3_XM_002159043.4	LUC7L2
Hvul_v3_XM_002159057.4	
Hvul_v3_XM_002159061.4	RECQL
Hvul_v3_XM_002159072.4	
Hvul_v3_XM_002159083.4	GTF3C3
Hvul_v3_XM_002159085.2	
Hvul_v3_XM_002159090.4	TATDN2
Hvul_v3_XM_002159111.4	MRPL43
Hvul_v3_XM_002159117.4	ASPG
Hvul_v3_XM_002159118.4	QARS1
Hvul_v3_XM_002159121.4	
Hvul_v3_XM_002159126.4	PRKAR2A
Hvul_v3_XM_002159128.3	TXN
Hvul_v3_XM_002159131.4	IRF2BPL
Hvul_v3_XM_002159136.4	
Hvul_v3_XM_002159137.4	
Hvul_v3_XM_002159148.4	CELA3A
Hvul_v3_XM_002159149.4	SUOX
Hvul_v3_XM_002159153.4	KSR2
Hvul_v3_XM_002159154.4	TOMM40
Hvul_v3_XM_002159172.4	DDC
Hvul_v3_XM_002159175.4	DPM1
Hvul_v3_XM_002159184.3	
Hvul_v3_XM_002159198.4	TUBA1B
Hvul_v3_XM_002159206.4	ADGRD1
Hvul_v3_XM_002159208.4	ZRANB1
Hvul_v3_XM_002159213.4	ADAM17
Hvul_v3_XM_002159216.4	SSRP1
Hvul_v3_XM_002159220.4	MRPS21
Hvul_v3_XM_002159225.4	CPEB4
Hvul_v3_XM_002159227.3	
Hvul_v3_XM_002159235.4	WDR77
Hvul_v3_XM_002159242.4	TRIM2
Hvul_v3_XM_002159254.3	ORC5
Hvul_v3_XM_002159255.4	
Hvul_v3_XM_002159261.4	SH3D19
Hvul_v3_XM_002159262.4	ALG8
Hvul_v3_XM_002159263.4	SLC32A1
Hvul_v3_XM_002159268.4	ARPC2
Hvul_v3_XM_002159273.4	
Hvul_v3_XM_002159281.4	LMBRD2
Hvul_v3_XM_002159299.4	ATAD2B
Hvul_v3_XM_002159301.4	
Hvul_v3_XM_002159302.4	MFSD12
Hvul_v3_XM_002159306.3	REXO4
Hvul_v3_XM_002159313.4	
Hvul_v3_XM_002159317.4	SLC12A2
Hvul_v3_XM_002159318.4	
Hvul_v3_XM_002159324.4	DUT
Hvul_v3_XM_002159329.4	TRAF5
Hvul_v3_XM_002159332.4	GGH
Hvul_v3_XM_002159334.4	ABRAXAS1
Hvul_v3_XM_002159338.4	OTUD5
Hvul_v3_XM_002159339.4	ITGB1
Hvul_v3_XM_002159344.4	RPL9
Hvul_v3_XM_002159363.4	
Hvul_v3_XM_002159384.3	CDK11B
Hvul_v3_XM_002159388.4	POLK
Hvul_v3_XM_002159397.3	NAA38
Hvul_v3_XM_002159409.4	RPS16
Hvul_v3_XM_002159412.4	DYNLL2
Hvul_v3_XM_002159423.4	AUP1
Hvul_v3_XM_002159426.4	TENT4A
Hvul_v3_XM_002159435.4	ALPL
Hvul_v3_XM_002159448.4	PFDN5
Hvul_v3_XM_002159462.4	
Hvul_v3_XM_002159464.4	HPCAL1
Hvul_v3_XM_002159473.3	
Hvul_v3_XM_002159479.3	CENPS_CORT
Hvul_v3_XM_002159482.4	TRAPPC4
Hvul_v3_XM_002159487.4	
Hvul_v3_XM_002159488.4	TUFM
Hvul_v3_XM_002159496.4	EIF2B2
Hvul_v3_XM_002159501.4	WDR33
Hvul_v3_XM_002159503.3	ZBED1
Hvul_v3_XM_002159513.4	UNC93A
Hvul_v3_XM_002159517.4	QRFPR
Hvul_v3_XM_002159519.4	
Hvul_v3_XM_002159538.4	ACOX3
Hvul_v3_XM_002159557.4	ERO1B
Hvul_v3_XM_002159560.4	WTAP
Hvul_v3_XM_002159561.3	ADGRL3
Hvul_v3_XM_002159572.4	CHCHD2
Hvul_v3_XM_002159605.3	SRSF1
Hvul_v3_XM_002159607.4	FECH
Hvul_v3_XM_002159618.4	TBC1D25
Hvul_v3_XM_002159637.4	
Hvul_v3_XM_002159641.3	FOXF1
Hvul_v3_XM_002159646.4	HPGD
Hvul_v3_XM_002159647.3	
Hvul_v3_XM_002159654.4	
Hvul_v3_XM_002159659.4	
Hvul_v3_XM_002159685.4	ZFP36L1
Hvul_v3_XM_002159690.3	B3GALNT1
Hvul_v3_XM_002159706.4	SLC2A8
Hvul_v3_XM_002159728.4	NANOS1
Hvul_v3_XM_002159730.4	NUFIP1
Hvul_v3_XM_002159735.2	GMPR2
