ko	uniprot_entry	ensembl_transcript	name	name_long
K00432	Q9D7B7	Mmus_ENSMUST00000022282	gpx, btuE, bsaA	glutathione peroxidase [EC:1.11.1.9]
K00432	Q99LJ6	Mmus_ENSMUST00000030332	gpx, btuE, bsaA	glutathione peroxidase [EC:1.11.1.9]
K00432	P11352	Mmus_ENSMUST00000082429	gpx, btuE, bsaA	glutathione peroxidase [EC:1.11.1.9]
K00432	P46412	Mmus_ENSMUST00000082430	gpx, btuE, bsaA	glutathione peroxidase [EC:1.11.1.9]
K00432	P21765	Mmus_ENSMUST00000110491	gpx, btuE, bsaA	glutathione peroxidase [EC:1.11.1.9]
K00444	P22725	Mmus_ENSMUST00000063465	WNT5	wingless-type MMTV integration site family, member 5
K00444	P22725	Mmus_ENSMUST00000112272	WNT5	wingless-type MMTV integration site family, member 5
K00444	P22726	Mmus_ENSMUST00000117171	WNT5	wingless-type MMTV integration site family, member 5
K00444	P22726	Mmus_ENSMUST00000178696	WNT5	wingless-type MMTV integration site family, member 5
K00445	P22727	Mmus_ENSMUST00000006716	WNT6	wingless-type MMTV integration site family, member 6
K00451	O09173	Mmus_ENSMUST00000160847	HGD, hmgA	homogentisate 1,2-dioxygenase [EC:1.13.11.5]
K00452	Q78JT3	Mmus_ENSMUST00000000687	HAAO	3-hydroxyanthranilate 3,4-dioxygenase [EC:1.13.11.6]
K00453	P48776	Mmus_ENSMUST00000029645	TDO2, kynA	tryptophan 2,3-dioxygenase [EC:1.13.11.11]
K00456	P60334	Mmus_ENSMUST00000035804	CDO1	cysteine dioxygenase [EC:1.13.11.20]
K00457	P49429	Mmus_ENSMUST00000031398	HPD, hppD	4-hydroxyphenylpyruvate dioxygenase [EC:1.13.11.27]
K00458	P39655	Mmus_ENSMUST00000000329	ALOX12	arachidonate 12-lipoxygenase [EC:1.13.11.31]
K00458	P55249	Mmus_ENSMUST00000019051	ALOX12	arachidonate 12-lipoxygenase [EC:1.13.11.31]
K00460	P39654	Mmus_ENSMUST00000019068	ALOX15	arachidonate 15-lipoxygenase [EC:1.13.11.33]
K00461	P48999	Mmus_ENSMUST00000026795	ALOX5	arachidonate 5-lipoxygenase [EC:1.13.11.34]
K00463	P28776	Mmus_ENSMUST00000033956	IDO, INDO	indoleamine 2,3-dioxygenase [EC:1.13.11.52]
K00463	Q8R0V5	Mmus_ENSMUST00000121992	IDO, INDO	indoleamine 2,3-dioxygenase [EC:1.13.11.52]
K00469	Q9QXN5	Mmus_ENSMUST00000023282	MIOX	inositol oxygenase [EC:1.13.99.1]
K00471	Q924Y0	Mmus_ENSMUST00000046233	BBOX1	gamma-butyrobetaine dioxygenase [EC:1.14.11.1]
K00472	Q60715	Mmus_ENSMUST00000009789	P4HA	prolyl 4-hydroxylase [EC:1.14.11.2]
K00472	Q5SX75	Mmus_ENSMUST00000019050	P4HA	prolyl 4-hydroxylase [EC:1.14.11.2]
K00472	H7BX23	Mmus_ENSMUST00000057023	P4HA	prolyl 4-hydroxylase [EC:1.14.11.2]
K00472	Q60716	Mmus_ENSMUST00000093107	P4HA	prolyl 4-hydroxylase [EC:1.14.11.2]
K00472	Q60715	Mmus_ENSMUST00000105466	P4HA	prolyl 4-hydroxylase [EC:1.14.11.2]
K00472	Q60716	Mmus_ENSMUST00000174616	P4HA	prolyl 4-hydroxylase [EC:1.14.11.2]
K00473	Q9R0E2	Mmus_ENSMUST00000019199	PLOD1	procollagen-lysine,2-oxoglutarate 5-dioxygenase 1 [EC:1.14.11.4]
K00476	Q8BSY0	Mmus_ENSMUST00000078139	ASPH	aspartate beta-hydroxylase [EC:1.14.11.16]
K00476	Q8BSY0	Mmus_ENSMUST00000146441	ASPH	aspartate beta-hydroxylase [EC:1.14.11.16]
K00477	O35386	Mmus_ENSMUST00000027975	PHYH	phytanoyl-CoA hydroxylase [EC:1.14.11.18]
K00478	Q61645	Mmus_ENSMUST00000022691	HR	[histone H3]-dimethyl-L-lysine9 demethylase [EC:1.14.11.65]
K00478	Q61645	Mmus_ENSMUST00000161069	HR	[histone H3]-dimethyl-L-lysine9 demethylase [EC:1.14.11.65]
K00485	P97501	Mmus_ENSMUST00000028010	FMO	dimethylaniline monooxygenase (N-oxide forming) / hypotaurine monooxygenase [EC:1.14.13.8 1.8.1.-]
K00485	Q8VHG0	Mmus_ENSMUST00000028014	FMO	dimethylaniline monooxygenase (N-oxide forming) / hypotaurine monooxygenase [EC:1.14.13.8 1.8.1.-]
K00485	P97872	Mmus_ENSMUST00000029729	FMO	dimethylaniline monooxygenase (N-oxide forming) / hypotaurine monooxygenase [EC:1.14.13.8 1.8.1.-]
K00485	Q8K2I3	Mmus_ENSMUST00000045902	FMO	dimethylaniline monooxygenase (N-oxide forming) / hypotaurine monooxygenase [EC:1.14.13.8 1.8.1.-]
K00485	P50285	Mmus_ENSMUST00000046049	FMO	dimethylaniline monooxygenase (N-oxide forming) / hypotaurine monooxygenase [EC:1.14.13.8 1.8.1.-]
K00485	G3X946	Mmus_ENSMUST00000046662	FMO	dimethylaniline monooxygenase (N-oxide forming) / hypotaurine monooxygenase [EC:1.14.13.8 1.8.1.-]
K00485	P97872	Mmus_ENSMUST00000107049	FMO	dimethylaniline monooxygenase (N-oxide forming) / hypotaurine monooxygenase [EC:1.14.13.8 1.8.1.-]
K00485	P97872	Mmus_ENSMUST00000107050	FMO	dimethylaniline monooxygenase (N-oxide forming) / hypotaurine monooxygenase [EC:1.14.13.8 1.8.1.-]
K00485	Q8K2I3	Mmus_ENSMUST00000111510	FMO	dimethylaniline monooxygenase (N-oxide forming) / hypotaurine monooxygenase [EC:1.14.13.8 1.8.1.-]
K00485	Q8VHG0	Mmus_ENSMUST00000111525	FMO	dimethylaniline monooxygenase (N-oxide forming) / hypotaurine monooxygenase [EC:1.14.13.8 1.8.1.-]
K00485	Q3UNX7	Mmus_ENSMUST00000134098	FMO	dimethylaniline monooxygenase (N-oxide forming) / hypotaurine monooxygenase [EC:1.14.13.8 1.8.1.-]
K00485	B2RWH8	Mmus_ENSMUST00000143922	FMO	dimethylaniline monooxygenase (N-oxide forming) / hypotaurine monooxygenase [EC:1.14.13.8 1.8.1.-]
K00485	Q14DT3	Mmus_ENSMUST00000148677	FMO	dimethylaniline monooxygenase (N-oxide forming) / hypotaurine monooxygenase [EC:1.14.13.8 1.8.1.-]
K00485	J3QMN6	Mmus_ENSMUST00000178465	FMO	dimethylaniline monooxygenase (N-oxide forming) / hypotaurine monooxygenase [EC:1.14.13.8 1.8.1.-]
K00486	Q91WN4	Mmus_ENSMUST00000040250	KMO	kynurenine 3-monooxygenase [EC:1.14.13.9]
K00486	Q91WN4	Mmus_ENSMUST00000097458	KMO	kynurenine 3-monooxygenase [EC:1.14.13.9]
K00488	Q9DBG1	Mmus_ENSMUST00000027356	CYP27A1	cholestanetriol 26-monooxygenase [EC:1.14.15.15]
K00489	Q64505	Mmus_ENSMUST00000029905	CYP7A1	cholesterol 7alpha-monooxygenase [EC:1.14.14.23]
K00490	Q99N16	Mmus_ENSMUST00000003574	CYP4F	cytochrome P450 family 4 subfamily F [EC:1.14.14.1]
K00490	Q8VCA4	Mmus_ENSMUST00000008801	CYP4F	cytochrome P450 family 4 subfamily F [EC:1.14.14.1]
K00490	Q9EP75	Mmus_ENSMUST00000054174	CYP4F	cytochrome P450 family 4 subfamily F [EC:1.14.14.1]
K00490	Q3V1F1	Mmus_ENSMUST00000077639	CYP4F	cytochrome P450 family 4 subfamily F [EC:1.14.14.1]
K00490	G3UW81	Mmus_ENSMUST00000165061	CYP4F	cytochrome P450 family 4 subfamily F [EC:1.14.14.1]
K00490	G3UW78	Mmus_ENSMUST00000165999	CYP4F	cytochrome P450 family 4 subfamily F [EC:1.14.14.1]
K00490	Q9EP75	Mmus_ENSMUST00000179434	CYP4F	cytochrome P450 family 4 subfamily F [EC:1.14.14.1]
K00490	Q9EP75	Mmus_ENSMUST00000234759	CYP4F	cytochrome P450 family 4 subfamily F [EC:1.14.14.1]
K00490	Q9EP75	Mmus_ENSMUST00000235058	CYP4F	cytochrome P450 family 4 subfamily F [EC:1.14.14.1]
K00490	G3UW81	Mmus_ENSMUST00000235086	CYP4F	cytochrome P450 family 4 subfamily F [EC:1.14.14.1]
K00490	G3UW78	Mmus_ENSMUST00000237003	CYP4F	cytochrome P450 family 4 subfamily F [EC:1.14.14.1]
K00497	G3UWE4	Mmus_ENSMUST00000167634	CYP11B1	steroid 11beta-monooxygenase [EC:1.14.15.4]
K00497	Q3TG86	Mmus_ENSMUST00000170259	CYP11B1	steroid 11beta-monooxygenase [EC:1.14.15.4]
K00497	P15539	Mmus_ENSMUST00000238900	CYP11B1	steroid 11beta-monooxygenase [EC:1.14.15.4]
K00498	Q9QZ82	Mmus_ENSMUST00000034874	CYP11A	cholesterol monooxygenase (side-chain-cleaving) [EC:1.14.15.6]
K00500	P16331	Mmus_ENSMUST00000020241	phhA, PAH	phenylalanine-4-hydroxylase [EC:1.14.16.1]
K00501	P24529	Mmus_ENSMUST00000000219	TH	tyrosine 3-monooxygenase [EC:1.14.16.2]
K00502	Q8CGV2	Mmus_ENSMUST00000006949	TPH1_2	tryptophan 5-monooxygenase [EC:1.14.16.4]
K00502	P17532	Mmus_ENSMUST00000049298	TPH1_2	tryptophan 5-monooxygenase [EC:1.14.16.4]
K00502	P17532	Mmus_ENSMUST00000107669	TPH1_2	tryptophan 5-monooxygenase [EC:1.14.16.4]
K00503	Q64237	Mmus_ENSMUST00000000910	DBH	dopamine beta-monooxygenase [EC:1.14.17.1]
K00505	P11344	Mmus_ENSMUST00000004770	TYR	tyrosinase [EC:1.14.18.1]
K00506	P07147	Mmus_ENSMUST00000006151	TYRP1	tyrosinase-related protein 1 [EC:1.14.18.-]
K00506	P07147	Mmus_ENSMUST00000102831	TYRP1	tyrosinase-related protein 1 [EC:1.14.18.-]
K00507	Q99PL7	Mmus_ENSMUST00000026220	SCD, desC	stearoyl-CoA desaturase (Delta-9 desaturase) [EC:1.14.19.1]
K00507	P13011	Mmus_ENSMUST00000026221	SCD, desC	stearoyl-CoA desaturase (Delta-9 desaturase) [EC:1.14.19.1]
K00507	P13516	Mmus_ENSMUST00000041331	SCD, desC	stearoyl-CoA desaturase (Delta-9 desaturase) [EC:1.14.19.1]
K00507	Q6T707	Mmus_ENSMUST00000058856	SCD, desC	stearoyl-CoA desaturase (Delta-9 desaturase) [EC:1.14.19.1]
K00507	Q99PL7	Mmus_ENSMUST00000237324	SCD, desC	stearoyl-CoA desaturase (Delta-9 desaturase) [EC:1.14.19.1]
K00509	P22437	Mmus_ENSMUST00000062069	PTGS1, COX1	prostaglandin-endoperoxide synthase 1 [EC:1.14.99.1]
K00510	P14901	Mmus_ENSMUST00000005548	HMOX1	heme oxygenase 1 [EC:1.14.14.18]
K00511	P52019	Mmus_ENSMUST00000022977	SQLE, ERG1	squalene monooxygenase [EC:1.14.14.17]
K00512	P27786	Mmus_ENSMUST00000026012	CYP17A	steroid 17alpha-monooxygenase / 17alpha-hydroxyprogesterone deacetylase [EC:1.14.14.19 1.14.14.32]
K00513	A0A0R4J048	Mmus_ENSMUST00000025223	CYP21A	steroid 21-monooxygenase [EC:1.14.14.16]
K00515	Q9JJS6	Mmus_ENSMUST00000034308	BCMO1, BCDO1	beta-carotene 15,15-dioxygenase [EC:1.13.11.63]
K00522	P09528	Mmus_ENSMUST00000025563	FTH1	ferritin heavy chain [EC:1.16.3.1]
K00522	P09528	Mmus_ENSMUST00000235196	FTH1	ferritin heavy chain [EC:1.16.3.1]
K00541	O55239	Mmus_ENSMUST00000034808	NNMT	nicotinamide N-methyltransferase [EC:2.1.1.1]
K00542	O35969	Mmus_ENSMUST00000020359	GAMT	guanidinoacetate N-methyltransferase [EC:2.1.1.2]
K00542	O35969	Mmus_ENSMUST00000105363	GAMT	guanidinoacetate N-methyltransferase [EC:2.1.1.2]
K00544	O35490	Mmus_ENSMUST00000091776	BHMT	betaine-homocysteine S-methyltransferase [EC:2.1.1.5]
K00544	O35490	Mmus_ENSMUST00000099309	BHMT	betaine-homocysteine S-methyltransferase [EC:2.1.1.5]
K00545	O88587	Mmus_ENSMUST00000000335	COMT	catechol O-methyltransferase [EC:2.1.1.6]
K00545	A1Y9I9	Mmus_ENSMUST00000106969	COMT	catechol O-methyltransferase [EC:2.1.1.6]
K00545	A1Y9I9	Mmus_ENSMUST00000106970	COMT	catechol O-methyltransferase [EC:2.1.1.6]
K00545	O88587	Mmus_ENSMUST00000115609	COMT	catechol O-methyltransferase [EC:2.1.1.6]
K00545	O88587	Mmus_ENSMUST00000165430	COMT	catechol O-methyltransferase [EC:2.1.1.6]
K00546	Q91VF2	Mmus_ENSMUST00000051416	HNMT	histamine N-methyltransferase [EC:2.1.1.8]
K00546	Q91VF2	Mmus_ENSMUST00000114497	HNMT	histamine N-methyltransferase [EC:2.1.1.8]
K00546	Q91VF2	Mmus_ENSMUST00000114498	HNMT	histamine N-methyltransferase [EC:2.1.1.8]
K00547	Q91WS4	Mmus_ENSMUST00000015941	mmuM, BHMT2	homocysteine S-methyltransferase [EC:2.1.1.10]
K00548	A6H5Y3	Mmus_ENSMUST00000099856	metH, MTR	5-methyltetrahydrofolate--homocysteine methyltransferase [EC:2.1.1.13]
K00551	Q61907	Mmus_ENSMUST00000000310	PEMT	phosphatidylethanolamine/phosphatidyl-N-methylethanolamine N-methyltransferase [EC:2.1.1.17 2.1.1.71]
K00551	Q61907	Mmus_ENSMUST00000102692	PEMT	phosphatidylethanolamine/phosphatidyl-N-methylethanolamine N-methyltransferase [EC:2.1.1.17 2.1.1.71]
K00551	Q61907	Mmus_ENSMUST00000102693	PEMT	phosphatidylethanolamine/phosphatidyl-N-methylethanolamine N-methyltransferase [EC:2.1.1.17 2.1.1.71]
K00552	Q9QXF8	Mmus_ENSMUST00000002846	GNMT	glycine N-methyltransferase [EC:2.1.1.20]
K00553	P40935	Mmus_ENSMUST00000041301	PNMT	phenylethanolamine N-methyltransferase [EC:2.1.1.28]
K00555	A0A0R4IZW7	Mmus_ENSMUST00000001974	TRMT1, trm1	tRNA (guanine26-N2/guanine27-N2)-dimethyltransferase [EC:2.1.1.215 2.1.1.216]
K00555	A0A0R4IZW7	Mmus_ENSMUST00000109767	TRMT1, trm1	tRNA (guanine26-N2/guanine27-N2)-dimethyltransferase [EC:2.1.1.215 2.1.1.216]
K00558	P13864	Mmus_ENSMUST00000004202	DNMT1, dcm	DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]
K00558	P13864	Mmus_ENSMUST00000216540	DNMT1, dcm	DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]
K00560	P07607	Mmus_ENSMUST00000026846	thyA, TYMS	thymidylate synthase [EC:2.1.1.45]
K00562	P40936	Mmus_ENSMUST00000003569	INMT, TEMT	methyltransferase [EC:2.1.1.49 2.1.1.96]
K00565	Q9D0L8	Mmus_ENSMUST00000009679	RNMT	mRNA (guanine-N7-)-methyltransferase [EC:2.1.1.56]
K00565	Q9D0L8	Mmus_ENSMUST00000025427	RNMT	mRNA (guanine-N7-)-methyltransferase [EC:2.1.1.56]
K00567	P26187	Mmus_ENSMUST00000081510	ogt, MGMT	methylated-DNA-[protein]-cysteine S-methyltransferase [EC:2.1.1.63]
K00569	A0A0R4J018	Mmus_ENSMUST00000021806	TPMT, tpmT	thiopurine S-methyltransferase [EC:2.1.1.67]
K00572	P24383	Mmus_ENSMUST00000032180	WNT7	wingless-type MMTV integration site family, member 7
K00572	P28047	Mmus_ENSMUST00000109424	WNT7	wingless-type MMTV integration site family, member 7
K00573	E9PWE0	Mmus_ENSMUST00000159917	E2.1.1.77, pcm	protein-L-isoaspartate(D-aspartate) O-methyltransferase [EC:2.1.1.77]
K00573	P23506	Mmus_ENSMUST00000159917	E2.1.1.77, pcm	protein-L-isoaspartate(D-aspartate) O-methyltransferase [EC:2.1.1.77]
K00573	P23506	Mmus_ENSMUST00000162606	E2.1.1.77, pcm	protein-L-isoaspartate(D-aspartate) O-methyltransferase [EC:2.1.1.77]
K00573	P23506	Mmus_ENSMUST00000163085	E2.1.1.77, pcm	protein-L-isoaspartate(D-aspartate) O-methyltransferase [EC:2.1.1.77]
K00586	Q9CWQ0	Mmus_ENSMUST00000043342	DPH5	diphthine methyl ester synthase [EC:2.1.1.314]
K00586	Q9CWQ0	Mmus_ENSMUST00000189799	DPH5	diphthine methyl ester synthase [EC:2.1.1.314]
K00587	Q3U4N2	Mmus_ENSMUST00000048892	ICMT, STE14	protein-S-isoprenylcysteine O-methyltransferase [EC:2.1.1.100]
K00591	Q8BMS4	Mmus_ENSMUST00000029909	COQ3	polyprenyldihydroxybenzoate methyltransferase / 3-demethylubiquinol 3-O-methyltransferase [EC:2.1.1.114 2.1.1.64]
K00597	A0A0R4J0G9	Mmus_ENSMUST00000045827	MTRR	methionine synthase reductase [EC:1.16.1.8]
K00597	A0A0R4J0G9	Mmus_ENSMUST00000223398	MTRR	methionine synthase reductase [EC:1.16.1.8]
K00599	Q8BVH9	Mmus_ENSMUST00000055303	METTL6	tRNA N(3)-methylcytidine methyltransferase METTL6 [EC:2.1.1.-]
K00599	Q8BVH9	Mmus_ENSMUST00000227595	METTL6	tRNA N(3)-methylcytidine methyltransferase METTL6 [EC:2.1.1.-]
K00599	Q8BVH9	Mmus_ENSMUST00000228727	METTL6	tRNA N(3)-methylcytidine methyltransferase METTL6 [EC:2.1.1.-]
K00600	P50431	Mmus_ENSMUST00000018744	glyA, SHMT	glycine hydroxymethyltransferase [EC:2.1.2.1]
K00600	Q9CZN7	Mmus_ENSMUST00000026470	glyA, SHMT	glycine hydroxymethyltransferase [EC:2.1.2.1]
K00600	Q9CZN7	Mmus_ENSMUST00000219239	glyA, SHMT	glycine hydroxymethyltransferase [EC:2.1.2.1]
K00602	Q9CWJ9	Mmus_ENSMUST00000027384	purH	phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase [EC:2.1.2.3 3.5.4.10]
K00604	Q9D799	Mmus_ENSMUST00000074792	MTFMT, fmt	methionyl-tRNA formyltransferase [EC:2.1.2.9]
K00605	Q8CFA2	Mmus_ENSMUST00000035230	gcvT, AMT	glycine cleavage system T protein (aminomethyltransferase) [EC:2.1.2.10]
K00611	P11725	Mmus_ENSMUST00000049910	OTC, argF, argI	ornithine carbamoyltransferase [EC:2.1.3.3]
K00613	Q9D964	Mmus_ENSMUST00000028624	GATM	glycine amidinotransferase [EC:2.1.4.1]
K00615	A0A0R4J2A3	Mmus_ENSMUST00000002025	E2.2.1.1, tktA, tktB	transketolase [EC:2.2.1.1]
K00615	Q99MX0	Mmus_ENSMUST00000010127	E2.2.1.1, tktA, tktB	transketolase [EC:2.2.1.1]
K00615	P40142	Mmus_ENSMUST00000022529	E2.2.1.1, tktA, tktB	transketolase [EC:2.2.1.1]
K00615	A0A0R4J2A3	Mmus_ENSMUST00000183187	E2.2.1.1, tktA, tktB	transketolase [EC:2.2.1.1]
K00616	Q93092	Mmus_ENSMUST00000026576	TALDO1, talB, talA	transaldolase [EC:2.2.1.2]
K00621	Q9JK38	Mmus_ENSMUST00000046191	GNPNAT1, GNA1	glucosamine-phosphate N-acetyltransferase [EC:2.3.1.4]
K00621	Q9JK38	Mmus_ENSMUST00000227468	GNPNAT1, GNA1	glucosamine-phosphate N-acetyltransferase [EC:2.3.1.4]
K00622	P50294	Mmus_ENSMUST00000026677	nat	arylamine N-acetyltransferase [EC:2.3.1.5]
K00622	P50296	Mmus_ENSMUST00000070514	nat	arylamine N-acetyltransferase [EC:2.3.1.5]
K00622	P50295	Mmus_ENSMUST00000093470	nat	arylamine N-acetyltransferase [EC:2.3.1.5]
K00622	P50295	Mmus_ENSMUST00000163856	nat	arylamine N-acetyltransferase [EC:2.3.1.5]
K00623	Q8BQV2	Mmus_ENSMUST00000070125	CHAT	choline O-acetyltransferase [EC:2.3.1.6]
K00624	P47934	Mmus_ENSMUST00000028207	E2.3.1.7	carnitine O-acetyltransferase [EC:2.3.1.7]
K00624	P47934	Mmus_ENSMUST00000102855	E2.3.1.7	carnitine O-acetyltransferase [EC:2.3.1.7]
K00626	Q8CAY6	Mmus_ENSMUST00000007005	ACAT, atoB	acetyl-CoA C-acetyltransferase [EC:2.3.1.9]
K00626	Q8QZT1	Mmus_ENSMUST00000034547	ACAT, atoB	acetyl-CoA C-acetyltransferase [EC:2.3.1.9]
K00627	Q8BMF4	Mmus_ENSMUST00000034567	DLAT, aceF, pdhC	pyruvate dehydrogenase E2 component (dihydrolipoyllysine-residue acetyltransferase) [EC:2.3.1.12]
K00628	Q9DCY0	Mmus_ENSMUST00000025598	GLYAT	glycine N-acyltransferase / glycine N-benzoyltransferase [EC:2.3.1.13 2.3.1.71]
K00628	Q91XE0	Mmus_ENSMUST00000044976	GLYAT	glycine N-acyltransferase / glycine N-benzoyltransferase [EC:2.3.1.13 2.3.1.71]
K00628	Q91XE0	Mmus_ENSMUST00000119960	GLYAT	glycine N-acyltransferase / glycine N-benzoyltransferase [EC:2.3.1.13 2.3.1.71]
K00629	Q61586	Mmus_ENSMUST00000061856	GPAT1_2	glycerol-3-phosphate O-acyltransferase 1/2 [EC:2.3.1.15]
K00629	Q14DK4	Mmus_ENSMUST00000062211	GPAT1_2	glycerol-3-phosphate O-acyltransferase 1/2 [EC:2.3.1.15]
K00629	Q61586	Mmus_ENSMUST00000235957	GPAT1_2	glycerol-3-phosphate O-acyltransferase 1/2 [EC:2.3.1.15]
K00629	Q61586	Mmus_ENSMUST00000237146	GPAT1_2	glycerol-3-phosphate O-acyltransferase 1/2 [EC:2.3.1.15]
K00637	O88908	Mmus_ENSMUST00000023806	SOAT	sterol O-acyltransferase [EC:2.3.1.26]
K00637	Q61263	Mmus_ENSMUST00000051396	SOAT	sterol O-acyltransferase [EC:2.3.1.26]
K00637	Q61263	Mmus_ENSMUST00000189661	SOAT	sterol O-acyltransferase [EC:2.3.1.26]
K00639	O88986	Mmus_ENSMUST00000006544	kbl, GCAT	glycine C-acetyltransferase [EC:2.3.1.29]
K00643	P08680	Mmus_ENSMUST00000066337	E2.3.1.37, ALAS	5-aminolevulinate synthase [EC:2.3.1.37]
K00643	Q8VC19	Mmus_ENSMUST00000112524	E2.3.1.37, ALAS	5-aminolevulinate synthase [EC:2.3.1.37]
K00643	Q8VC19	Mmus_ENSMUST00000141118	E2.3.1.37, ALAS	5-aminolevulinate synthase [EC:2.3.1.37]
K00645	Q8R3F5	Mmus_ENSMUST00000061882	fabD, MCAT, MCT1	[acyl-carrier-protein] S-malonyltransferase [EC:2.3.1.39]
K00649	P98192	Mmus_ENSMUST00000034466	GNPAT	glyceronephosphate O-acyltransferase [EC:2.3.1.42]
K00650	P16301	Mmus_ENSMUST00000038896	LCAT	lecithin-cholesterol acyltransferase [EC:2.3.1.43]
K00653	Q9WTK2	Mmus_ENSMUST00000075220	CDY	chromodomain protein Y [EC:2.3.1.48]
K00653	Q9D5D8	Mmus_ENSMUST00000109102	CDY	chromodomain protein Y [EC:2.3.1.48]
K00653	Q9WTK2	Mmus_ENSMUST00000163595	CDY	chromodomain protein Y [EC:2.3.1.48]
K00654	P97363	Mmus_ENSMUST00000021424	SPT	serine palmitoyltransferase [EC:2.3.1.50]
K00654	O35704	Mmus_ENSMUST00000021920	SPT	serine palmitoyltransferase [EC:2.3.1.50]
K00654	Q8BG54	Mmus_ENSMUST00000047370	SPT	serine palmitoyltransferase [EC:2.3.1.50]
K00654	Q8BG54	Mmus_ENSMUST00000110083	SPT	serine palmitoyltransferase [EC:2.3.1.50]
K00657	P48026	Mmus_ENSMUST00000026318	speG, SAT	diamine N-acetyltransferase [EC:2.3.1.57]
K00657	Q6P8J2	Mmus_ENSMUST00000092969	speG, SAT	diamine N-acetyltransferase [EC:2.3.1.57]
K00657	Q6P8J2	Mmus_ENSMUST00000108656	speG, SAT	diamine N-acetyltransferase [EC:2.3.1.57]
K00658	Q9D2G2	Mmus_ENSMUST00000053811	DLST, sucB	2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide succinyltransferase) [EC:2.3.1.61]
K00658	Q9D2G2	Mmus_ENSMUST00000221357	DLST, sucB	2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide succinyltransferase) [EC:2.3.1.61]
K00659	Q91X34	Mmus_ENSMUST00000043056	BAAT	bile acid-CoA:amino acid N-acyltransferase [EC:2.3.1.65 3.1.2.2]
K00659	Q8BGG9	Mmus_ENSMUST00000081541	BAAT	bile acid-CoA:amino acid N-acyltransferase [EC:2.3.1.65 3.1.2.2]
K00659	A2AKK5	Mmus_ENSMUST00000095086	BAAT	bile acid-CoA:amino acid N-acyltransferase [EC:2.3.1.65 3.1.2.2]
K00659	A2AKK5	Mmus_ENSMUST00000107697	BAAT	bile acid-CoA:amino acid N-acyltransferase [EC:2.3.1.65 3.1.2.2]
K00659	Q8BGG9	Mmus_ENSMUST00000107698	BAAT	bile acid-CoA:amino acid N-acyltransferase [EC:2.3.1.65 3.1.2.2]
K00659	Q91X34	Mmus_ENSMUST00000166036	BAAT	bile acid-CoA:amino acid N-acyltransferase [EC:2.3.1.65 3.1.2.2]
K00665	P19096	Mmus_ENSMUST00000055655	FASN	fatty acid synthase, animal type [EC:2.3.1.85]
K00669	O88816	Mmus_ENSMUST00000153476	AANAT	arylalkylamine N-acetyltransferase [EC:2.3.1.87]
K00670	Q8CES0	Mmus_ENSMUST00000153488	NAA30, MAK3	N-alpha-acetyltransferase 30 [EC:2.3.1.256]
K00671	O70310	Mmus_ENSMUST00000021314	NMT	glycylpeptide N-tetradecanoyltransferase [EC:2.3.1.97]
K00671	O70311	Mmus_ENSMUST00000081932	NMT	glycylpeptide N-tetradecanoyltransferase [EC:2.3.1.97]
K00678	Q9JI60	Mmus_ENSMUST00000029632	LRAT	phosphatidylcholine-retinol O-acyltransferase [EC:2.3.1.135]
K00681	Q99JP7	Mmus_ENSMUST00000029131	ggt	gamma-glutamyltranspeptidase / glutathione hydrolase [EC:2.3.2.2 3.4.19.13]
K00681	Q6PDE7	Mmus_ENSMUST00000076443	ggt	gamma-glutamyltranspeptidase / glutathione hydrolase [EC:2.3.2.2 3.4.19.13]
K00681	Q6PDE7	Mmus_ENSMUST00000100903	ggt	gamma-glutamyltranspeptidase / glutathione hydrolase [EC:2.3.2.2 3.4.19.13]
K00682	Q9D7X8	Mmus_ENSMUST00000131475	GGCT	gamma-glutamylcyclotransferase [EC:4.3.2.9]
K00683	Q8BH73	Mmus_ENSMUST00000032566	QPCT	glutaminyl-peptide cyclotransferase [EC:2.3.2.5]
K00683	A0A0R4J0G6	Mmus_ENSMUST00000040789	QPCT	glutaminyl-peptide cyclotransferase [EC:2.3.2.5]
K00685	Q9Z2A5	Mmus_ENSMUST00000033139	ATE1	arginyl-tRNA---protein transferase [EC:2.3.2.8]
K00685	Q9Z2A5	Mmus_ENSMUST00000035458	ATE1	arginyl-tRNA---protein transferase [EC:2.3.2.8]
K00685	Q9Z2A5	Mmus_ENSMUST00000094017	ATE1	arginyl-tRNA---protein transferase [EC:2.3.2.8]
K00685	Q9Z2A5	Mmus_ENSMUST00000178534	ATE1	arginyl-tRNA---protein transferase [EC:2.3.2.8]
K00688	Q9WUB3	Mmus_ENSMUST00000035269	PYG, glgP	glycogen phosphorylase [EC:2.4.1.1]
K00688	Q8CI94	Mmus_ENSMUST00000045441	PYG, glgP	glycogen phosphorylase [EC:2.4.1.1]
K00688	Q9ET01	Mmus_ENSMUST00000071250	PYG, glgP	glycogen phosphorylase [EC:2.4.1.1]
K00693	Q9Z1E4	Mmus_ENSMUST00000003964	GYS	glycogen synthase [EC:2.4.1.11]
K00693	Q8VCB3	Mmus_ENSMUST00000032371	GYS	glycogen synthase [EC:2.4.1.11]
