Ocupat_v02_G000001.t0	Ocupat_v02_G000001
Ocupat_v02_G000485.t0	Ocupat_v02_G000485
Ocupat_v02_G000486.t0	Ocupat_v02_G000486
Ocupat_v02_G000487.t0	Ocupat_v02_G000487
Ocupat_v02_G000488.t0	Ocupat_v02_G000488
Ocupat_v02_G000489.t0	Ocupat_v02_G000489
Ocupat_v02_G000490.t0	Ocupat_v02_G000490
Ocupat_v02_G000491.t0	Ocupat_v02_G000491
Ocupat_v02_G000492.t0	Ocupat_v02_G000492
Ocupat_v02_G000492.t1	Ocupat_v02_G000492
Ocupat_v02_G000493.t0	Ocupat_v02_G000493
Ocupat_v02_G000494.t0	Ocupat_v02_G000494
Ocupat_v02_G000495.t0	Ocupat_v02_G000495
Ocupat_v02_G000497.t0	Ocupat_v02_G000497
Ocupat_v02_G000498.t0	Ocupat_v02_G000498
Ocupat_v02_G000499.t0	Ocupat_v02_G000499
Ocupat_v02_G000500.t0	Ocupat_v02_G000500
Ocupat_v02_G000501.t0	Ocupat_v02_G000501
Ocupat_v02_G000502.t0	Ocupat_v02_G000502
Ocupat_v02_G000503.t0	Ocupat_v02_G000503
Ocupat_v02_G000504.t0	Ocupat_v02_G000504
Ocupat_v02_G000504.t1	Ocupat_v02_G000504
Ocupat_v02_G000504.t2	Ocupat_v02_G000504
Ocupat_v02_G000504.t3	Ocupat_v02_G000504
Ocupat_v02_G000505.t0	Ocupat_v02_G000505
Ocupat_v02_G000506.t0	Ocupat_v02_G000506
Ocupat_v02_G000507.t0	Ocupat_v02_G000507
Ocupat_v02_G000508.t0	Ocupat_v02_G000508
Ocupat_v02_G000509.t0	Ocupat_v02_G000509
Ocupat_v02_G000510.t0	Ocupat_v02_G000510
Ocupat_v02_G000511.t0	Ocupat_v02_G000511
Ocupat_v02_G000512.t0	Ocupat_v02_G000512
Ocupat_v02_G000513.t0	Ocupat_v02_G000513
Ocupat_v02_G000514.t0	Ocupat_v02_G000514
Ocupat_v02_G000515.t0	Ocupat_v02_G000515
Ocupat_v02_G000516.t0	Ocupat_v02_G000516
Ocupat_v02_G000517.t0	Ocupat_v02_G000517
Ocupat_v02_G000518.t0	Ocupat_v02_G000518
Ocupat_v02_G000519.t0	Ocupat_v02_G000519
Ocupat_v02_G000520.t0	Ocupat_v02_G000520
Ocupat_v02_G000521.t0	Ocupat_v02_G000521
Ocupat_v02_G000522.t0	Ocupat_v02_G000522
Ocupat_v02_G000522.t1	Ocupat_v02_G000522
Ocupat_v02_G000523.t0	Ocupat_v02_G000523
Ocupat_v02_G000524.t0	Ocupat_v02_G000524
Ocupat_v02_G000525.t0	Ocupat_v02_G000525
Ocupat_v02_G000526.t0	Ocupat_v02_G000526
Ocupat_v02_G000530.t0	Ocupat_v02_G000530
Ocupat_v02_G000531.t0	Ocupat_v02_G000531
Ocupat_v02_G000533.t0	Ocupat_v02_G000533
Ocupat_v02_G000534.t0	Ocupat_v02_G000534
Ocupat_v02_G000535.t0	Ocupat_v02_G000535
Ocupat_v02_G000536.t0	Ocupat_v02_G000536
Ocupat_v02_G000537.t0	Ocupat_v02_G000537
Ocupat_v02_G000538.t0	Ocupat_v02_G000538
Ocupat_v02_G000539.t0	Ocupat_v02_G000539
Ocupat_v02_G000540.t0	Ocupat_v02_G000540
Ocupat_v02_G000541.t0	Ocupat_v02_G000541
Ocupat_v02_G000542.t0	Ocupat_v02_G000542
Ocupat_v02_G000542.t1	Ocupat_v02_G000542
Ocupat_v02_G000543.t0	Ocupat_v02_G000543
Ocupat_v02_G000544.t0	Ocupat_v02_G000544
Ocupat_v02_G000544.t1	Ocupat_v02_G000544
Ocupat_v02_G000544.t2	Ocupat_v02_G000544
Ocupat_v02_G000545.t0	Ocupat_v02_G000545
Ocupat_v02_G000545.t1	Ocupat_v02_G000545
Ocupat_v02_G000546.t0	Ocupat_v02_G000546
Ocupat_v02_G000546.t1	Ocupat_v02_G000546
Ocupat_v02_G000546.t2	Ocupat_v02_G000546
Ocupat_v02_G000546.t3	Ocupat_v02_G000546
Ocupat_v02_G000546.t4	Ocupat_v02_G000546
Ocupat_v02_G000547.t0	Ocupat_v02_G000547
Ocupat_v02_G000548.t0	Ocupat_v02_G000548
Ocupat_v02_G000548.t1	Ocupat_v02_G000548
Ocupat_v02_G000549.t0	Ocupat_v02_G000549
Ocupat_v02_G000550.t0	Ocupat_v02_G000550
Ocupat_v02_G000551.t0	Ocupat_v02_G000551
Ocupat_v02_G000553.t0	Ocupat_v02_G000553
Ocupat_v02_G000553.t1	Ocupat_v02_G000553
Ocupat_v02_G000554.t0	Ocupat_v02_G000554
Ocupat_v02_G000554.t1	Ocupat_v02_G000554
Ocupat_v02_G000556.t0	Ocupat_v02_G000556
Ocupat_v02_G000557.t0	Ocupat_v02_G000557
Ocupat_v02_G000558.t0	Ocupat_v02_G000558
Ocupat_v02_G000559.t0	Ocupat_v02_G000559
Ocupat_v02_G000562.t0	Ocupat_v02_G000562
Ocupat_v02_G000563.t0	Ocupat_v02_G000563
Ocupat_v02_G000564.t0	Ocupat_v02_G000564
Ocupat_v02_G000565.t0	Ocupat_v02_G000565
Ocupat_v02_G000566.t0	Ocupat_v02_G000566
Ocupat_v02_G000567.t0	Ocupat_v02_G000567
Ocupat_v02_G000568.t0	Ocupat_v02_G000568
Ocupat_v02_G000569.t0	Ocupat_v02_G000569
Ocupat_v02_G000570.t0	Ocupat_v02_G000570
Ocupat_v02_G000570.t1	Ocupat_v02_G000570
Ocupat_v02_G000571.t0	Ocupat_v02_G000571
Ocupat_v02_G000572.t0	Ocupat_v02_G000572
Ocupat_v02_G000573.t0	Ocupat_v02_G000573
Ocupat_v02_G000574.t0	Ocupat_v02_G000574
Ocupat_v02_G000575.t0	Ocupat_v02_G000575
Ocupat_v02_G000576.t0	Ocupat_v02_G000576
Ocupat_v02_G000577.t0	Ocupat_v02_G000577
Ocupat_v02_G000579.t0	Ocupat_v02_G000579
Ocupat_v02_G000580.t0	Ocupat_v02_G000580
Ocupat_v02_G000581.t0	Ocupat_v02_G000581
Ocupat_v02_G000582.t0	Ocupat_v02_G000582
Ocupat_v02_G000585.t0	Ocupat_v02_G000585
Ocupat_v02_G000585.t1	Ocupat_v02_G000585
Ocupat_v02_G000585.t2	Ocupat_v02_G000585
Ocupat_v02_G000585.t3	Ocupat_v02_G000585
Ocupat_v02_G000585.t4	Ocupat_v02_G000585
Ocupat_v02_G000585.t5	Ocupat_v02_G000585
Ocupat_v02_G000585.t6	Ocupat_v02_G000585
Ocupat_v02_G000586.t0	Ocupat_v02_G000586
Ocupat_v02_G000587.t0	Ocupat_v02_G000587
Ocupat_v02_G000588.t0	Ocupat_v02_G000588
Ocupat_v02_G000590.t0	Ocupat_v02_G000590
Ocupat_v02_G000591.t0	Ocupat_v02_G000591
Ocupat_v02_G000592.t0	Ocupat_v02_G000592
Ocupat_v02_G000592.t1	Ocupat_v02_G000592
Ocupat_v02_G000592.t2	Ocupat_v02_G000592
Ocupat_v02_G000594.t0	Ocupat_v02_G000594
Ocupat_v02_G000595.t0	Ocupat_v02_G000595
Ocupat_v02_G000596.t0	Ocupat_v02_G000596
Ocupat_v02_G000597.t0	Ocupat_v02_G000597
Ocupat_v02_G000598.t0	Ocupat_v02_G000598
Ocupat_v02_G000599.t0	Ocupat_v02_G000599
Ocupat_v02_G000600.t0	Ocupat_v02_G000600
Ocupat_v02_G000602.t0	Ocupat_v02_G000602
Ocupat_v02_G000602.t1	Ocupat_v02_G000602
Ocupat_v02_G000603.t0	Ocupat_v02_G000603
Ocupat_v02_G000604.t0	Ocupat_v02_G000604
Ocupat_v02_G000605.t0	Ocupat_v02_G000605
Ocupat_v02_G000605.t1	Ocupat_v02_G000605
Ocupat_v02_G000606.t0	Ocupat_v02_G000606
Ocupat_v02_G000607.t0	Ocupat_v02_G000607
Ocupat_v02_G000608.t0	Ocupat_v02_G000608
Ocupat_v02_G000609.t0	Ocupat_v02_G000609
Ocupat_v02_G000610.t0	Ocupat_v02_G000610
Ocupat_v02_G000610.t1	Ocupat_v02_G000610
Ocupat_v02_G000610.t2	Ocupat_v02_G000610
Ocupat_v02_G000610.t3	Ocupat_v02_G000610
Ocupat_v02_G000611.t0	Ocupat_v02_G000611
Ocupat_v02_G000612.t0	Ocupat_v02_G000612
Ocupat_v02_G000613.t0	Ocupat_v02_G000613
Ocupat_v02_G000614.t0	Ocupat_v02_G000614
Ocupat_v02_G000615.t0	Ocupat_v02_G000615
Ocupat_v02_G000615.t1	Ocupat_v02_G000615
Ocupat_v02_G000617.t0	Ocupat_v02_G000617
Ocupat_v02_G000618.t0	Ocupat_v02_G000618
Ocupat_v02_G000620.t0	Ocupat_v02_G000620
Ocupat_v02_G000621.t0	Ocupat_v02_G000621
Ocupat_v02_G000622.t0	Ocupat_v02_G000622
Ocupat_v02_G000623.t0	Ocupat_v02_G000623
Ocupat_v02_G000624.t0	Ocupat_v02_G000624
Ocupat_v02_G000624.t1	Ocupat_v02_G000624
Ocupat_v02_G000625.t0	Ocupat_v02_G000625
Ocupat_v02_G000626.t0	Ocupat_v02_G000626
Ocupat_v02_G000627.t0	Ocupat_v02_G000627
Ocupat_v02_G000628.t0	Ocupat_v02_G000628
Ocupat_v02_G000629.t0	Ocupat_v02_G000629
Ocupat_v02_G000630.t0	Ocupat_v02_G000630
Ocupat_v02_G000631.t0	Ocupat_v02_G000631
Ocupat_v02_G000632.t0	Ocupat_v02_G000632
Ocupat_v02_G000633.t0	Ocupat_v02_G000633
Ocupat_v02_G000634.t0	Ocupat_v02_G000634
Ocupat_v02_G000635.t0	Ocupat_v02_G000635
Ocupat_v02_G000636.t0	Ocupat_v02_G000636
Ocupat_v02_G000637.t0	Ocupat_v02_G000637
Ocupat_v02_G000638.t0	Ocupat_v02_G000638
Ocupat_v02_G000638.t1	Ocupat_v02_G000638
Ocupat_v02_G000639.t0	Ocupat_v02_G000639
Ocupat_v02_G000640.t0	Ocupat_v02_G000640
Ocupat_v02_G000641.t0	Ocupat_v02_G000641
Ocupat_v02_G000642.t0	Ocupat_v02_G000642
Ocupat_v02_G000642.t1	Ocupat_v02_G000642
Ocupat_v02_G000642.t2	Ocupat_v02_G000642
Ocupat_v02_G000642.t3	Ocupat_v02_G000642
Ocupat_v02_G000643.t0	Ocupat_v02_G000643
Ocupat_v02_G000644.t0	Ocupat_v02_G000644
Ocupat_v02_G000645.t0	Ocupat_v02_G000645
Ocupat_v02_G000646.t0	Ocupat_v02_G000646
Ocupat_v02_G000647.t0	Ocupat_v02_G000647
Ocupat_v02_G000648.t0	Ocupat_v02_G000648
Ocupat_v02_G000653.t0	Ocupat_v02_G000653
Ocupat_v02_G000654.t0	Ocupat_v02_G000654
Ocupat_v02_G000656.t0	Ocupat_v02_G000656
Ocupat_v02_G000657.t0	Ocupat_v02_G000657
Ocupat_v02_G000658.t0	Ocupat_v02_G000658
Ocupat_v02_G000659.t0	Ocupat_v02_G000659
Ocupat_v02_G000660.t0	Ocupat_v02_G000660
Ocupat_v02_G000661.t0	Ocupat_v02_G000661
Ocupat_v02_G000662.t0	Ocupat_v02_G000662
Ocupat_v02_G000663.t0	Ocupat_v02_G000663
Ocupat_v02_G000664.t0	Ocupat_v02_G000664
Ocupat_v02_G000665.t0	Ocupat_v02_G000665
Ocupat_v02_G000667.t0	Ocupat_v02_G000667
Ocupat_v02_G000668.t0	Ocupat_v02_G000668
Ocupat_v02_G000669.t0	Ocupat_v02_G000669
Ocupat_v02_G000670.t0	Ocupat_v02_G000670
Ocupat_v02_G000671.t0	Ocupat_v02_G000671
Ocupat_v02_G000672.t0	Ocupat_v02_G000672
Ocupat_v02_G000674.t0	Ocupat_v02_G000674
Ocupat_v02_G000675.t0	Ocupat_v02_G000675
Ocupat_v02_G000676.t0	Ocupat_v02_G000676
Ocupat_v02_G000677.t0	Ocupat_v02_G000677
Ocupat_v02_G000678.t0	Ocupat_v02_G000678
Ocupat_v02_G000679.t0	Ocupat_v02_G000679
Ocupat_v02_G000679.t1	Ocupat_v02_G000679
Ocupat_v02_G000680.t0	Ocupat_v02_G000680
Ocupat_v02_G000681.t0	Ocupat_v02_G000681
Ocupat_v02_G000683.t0	Ocupat_v02_G000683
Ocupat_v02_G000684.t0	Ocupat_v02_G000684
Ocupat_v02_G000685.t0	Ocupat_v02_G000685
Ocupat_v02_G000686.t0	Ocupat_v02_G000686
Ocupat_v02_G000688.t0	Ocupat_v02_G000688
Ocupat_v02_G000689.t0	Ocupat_v02_G000689
Ocupat_v02_G000690.t0	Ocupat_v02_G000690
Ocupat_v02_G000691.t0	Ocupat_v02_G000691
Ocupat_v02_G000691.t1	Ocupat_v02_G000691
Ocupat_v02_G000691.t2	Ocupat_v02_G000691
Ocupat_v02_G000691.t3	Ocupat_v02_G000691
Ocupat_v02_G000691.t4	Ocupat_v02_G000691
Ocupat_v02_G000692.t0	Ocupat_v02_G000692
Ocupat_v02_G000694.t0	Ocupat_v02_G000694
Ocupat_v02_G000695.t0	Ocupat_v02_G000695
Ocupat_v02_G000696.t0	Ocupat_v02_G000696
Ocupat_v02_G000697.t0	Ocupat_v02_G000697
Ocupat_v02_G000698.t0	Ocupat_v02_G000698
Ocupat_v02_G000699.t0	Ocupat_v02_G000699
Ocupat_v02_G000700.t0	Ocupat_v02_G000700
Ocupat_v02_G000701.t0	Ocupat_v02_G000701
Ocupat_v02_G000702.t0	Ocupat_v02_G000702
Ocupat_v02_G000703.t0	Ocupat_v02_G000703
Ocupat_v02_G000704.t0	Ocupat_v02_G000704
Ocupat_v02_G000704.t1	Ocupat_v02_G000704
Ocupat_v02_G000706.t0	Ocupat_v02_G000706
Ocupat_v02_G000706.t1	Ocupat_v02_G000706
Ocupat_v02_G000706.t2	Ocupat_v02_G000706
Ocupat_v02_G000708.t0	Ocupat_v02_G000708
Ocupat_v02_G000709.t0	Ocupat_v02_G000709
Ocupat_v02_G000709.t1	Ocupat_v02_G000709
Ocupat_v02_G000709.t2	Ocupat_v02_G000709
Ocupat_v02_G000710.t0	Ocupat_v02_G000710
Ocupat_v02_G000711.t0	Ocupat_v02_G000711
Ocupat_v02_G000712.t0	Ocupat_v02_G000712
Ocupat_v02_G000713.t0	Ocupat_v02_G000713
Ocupat_v02_G000713.t1	Ocupat_v02_G000713
Ocupat_v02_G000713.t2	Ocupat_v02_G000713
Ocupat_v02_G000714.t0	Ocupat_v02_G000714
Ocupat_v02_G000715.t0	Ocupat_v02_G000715
Ocupat_v02_G000715.t1	Ocupat_v02_G000715
Ocupat_v02_G000716.t0	Ocupat_v02_G000716
Ocupat_v02_G000716.t1	Ocupat_v02_G000716
Ocupat_v02_G000717.t0	Ocupat_v02_G000717
Ocupat_v02_G000718.t0	Ocupat_v02_G000718
Ocupat_v02_G000719.t0	Ocupat_v02_G000719
Ocupat_v02_G000720.t0	Ocupat_v02_G000720
Ocupat_v02_G000721.t0	Ocupat_v02_G000721
Ocupat_v02_G000722.t0	Ocupat_v02_G000722
Ocupat_v02_G000723.t0	Ocupat_v02_G000723
Ocupat_v02_G000724.t0	Ocupat_v02_G000724
Ocupat_v02_G000725.t0	Ocupat_v02_G000725
Ocupat_v02_G000726.t0	Ocupat_v02_G000726
Ocupat_v02_G000727.t0	Ocupat_v02_G000727
Ocupat_v02_G000728.t0	Ocupat_v02_G000728
Ocupat_v02_G000729.t0	Ocupat_v02_G000729
Ocupat_v02_G000730.t0	Ocupat_v02_G000730
Ocupat_v02_G000732.t0	Ocupat_v02_G000732
Ocupat_v02_G000733.t0	Ocupat_v02_G000733
Ocupat_v02_G000733.t1	Ocupat_v02_G000733
Ocupat_v02_G000734.t0	Ocupat_v02_G000734
Ocupat_v02_G000735.t0	Ocupat_v02_G000735
Ocupat_v02_G000736.t0	Ocupat_v02_G000736
Ocupat_v02_G000737.t0	Ocupat_v02_G000737
Ocupat_v02_G000738.t0	Ocupat_v02_G000738
Ocupat_v02_G000739.t0	Ocupat_v02_G000739
Ocupat_v02_G000740.t0	Ocupat_v02_G000740
Ocupat_v02_G000741.t0	Ocupat_v02_G000741
Ocupat_v02_G000742.t0	Ocupat_v02_G000742
Ocupat_v02_G000743.t0	Ocupat_v02_G000743
Ocupat_v02_G000744.t0	Ocupat_v02_G000744
Ocupat_v02_G000745.t0	Ocupat_v02_G000745
Ocupat_v02_G000746.t0	Ocupat_v02_G000746
Ocupat_v02_G000747.t0	Ocupat_v02_G000747
Ocupat_v02_G000748.t0	Ocupat_v02_G000748
Ocupat_v02_G000749.t0	Ocupat_v02_G000749
Ocupat_v02_G000750.t0	Ocupat_v02_G000750
Ocupat_v02_G000751.t0	Ocupat_v02_G000751
Ocupat_v02_G000752.t0	Ocupat_v02_G000752
Ocupat_v02_G000753.t0	Ocupat_v02_G000753
Ocupat_v02_G000754.t0	Ocupat_v02_G000754
Ocupat_v02_G000755.t0	Ocupat_v02_G000755
Ocupat_v02_G000756.t0	Ocupat_v02_G000756
Ocupat_v02_G000757.t0	Ocupat_v02_G000757
Ocupat_v02_G000758.t0	Ocupat_v02_G000758
Ocupat_v02_G000759.t0	Ocupat_v02_G000759
Ocupat_v02_G000760.t0	Ocupat_v02_G000760
Ocupat_v02_G000761.t0	Ocupat_v02_G000761
Ocupat_v02_G000762.t0	Ocupat_v02_G000762
Ocupat_v02_G000762.t1	Ocupat_v02_G000762
Ocupat_v02_G000762.t2	Ocupat_v02_G000762
Ocupat_v02_G000763.t0	Ocupat_v02_G000763
Ocupat_v02_G000763.t1	Ocupat_v02_G000763
Ocupat_v02_G000764.t0	Ocupat_v02_G000764
Ocupat_v02_G000766.t0	Ocupat_v02_G000766
Ocupat_v02_G000766.t1	Ocupat_v02_G000766
Ocupat_v02_G000766.t2	Ocupat_v02_G000766
Ocupat_v02_G000767.t0	Ocupat_v02_G000767
Ocupat_v02_G000768.t0	Ocupat_v02_G000768
Ocupat_v02_G000769.t0	Ocupat_v02_G000769
Ocupat_v02_G000770.t0	Ocupat_v02_G000770
Ocupat_v02_G000771.t0	Ocupat_v02_G000771
Ocupat_v02_G000772.t0	Ocupat_v02_G000772
Ocupat_v02_G000773.t0	Ocupat_v02_G000773
Ocupat_v02_G000774.t0	Ocupat_v02_G000774
Ocupat_v02_G000775.t0	Ocupat_v02_G000775
Ocupat_v02_G000777.t0	Ocupat_v02_G000777
Ocupat_v02_G000778.t0	Ocupat_v02_G000778
Ocupat_v02_G000779.t0	Ocupat_v02_G000779
Ocupat_v02_G000780.t0	Ocupat_v02_G000780
Ocupat_v02_G000781.t0	Ocupat_v02_G000781
Ocupat_v02_G000783.t0	Ocupat_v02_G000783
Ocupat_v02_G000784.t0	Ocupat_v02_G000784
Ocupat_v02_G000785.t0	Ocupat_v02_G000785
Ocupat_v02_G000786.t0	Ocupat_v02_G000786
Ocupat_v02_G000787.t0	Ocupat_v02_G000787
Ocupat_v02_G000788.t0	Ocupat_v02_G000788
Ocupat_v02_G000789.t0	Ocupat_v02_G000789
Ocupat_v02_G000790.t0	Ocupat_v02_G000790
Ocupat_v02_G000791.t0	Ocupat_v02_G000791
Ocupat_v02_G000792.t0	Ocupat_v02_G000792
Ocupat_v02_G000793.t0	Ocupat_v02_G000793
Ocupat_v02_G000794.t0	Ocupat_v02_G000794
Ocupat_v02_G000795.t0	Ocupat_v02_G000795
Ocupat_v02_G000796.t0	Ocupat_v02_G000796
Ocupat_v02_G000797.t0	Ocupat_v02_G000797
Ocupat_v02_G000798.t0	Ocupat_v02_G000798
Ocupat_v02_G000798.t1	Ocupat_v02_G000798
Ocupat_v02_G000799.t0	Ocupat_v02_G000799
Ocupat_v02_G000800.t0	Ocupat_v02_G000800
Ocupat_v02_G000801.t0	Ocupat_v02_G000801
Ocupat_v02_G000802.t0	Ocupat_v02_G000802
Ocupat_v02_G000803.t0	Ocupat_v02_G000803
Ocupat_v02_G000804.t0	Ocupat_v02_G000804
Ocupat_v02_G000804.t1	Ocupat_v02_G000804
Ocupat_v02_G000805.t0	Ocupat_v02_G000805
Ocupat_v02_G000805.t1	Ocupat_v02_G000805
Ocupat_v02_G000806.t0	Ocupat_v02_G000806
Ocupat_v02_G000807.t0	Ocupat_v02_G000807
Ocupat_v02_G000808.t0	Ocupat_v02_G000808
Ocupat_v02_G000809.t0	Ocupat_v02_G000809
Ocupat_v02_G000810.t0	Ocupat_v02_G000810
Ocupat_v02_G000811.t0	Ocupat_v02_G000811
Ocupat_v02_G000813.t0	Ocupat_v02_G000813
Ocupat_v02_G000814.t0	Ocupat_v02_G000814
Ocupat_v02_G000815.t0	Ocupat_v02_G000815
Ocupat_v02_G000816.t0	Ocupat_v02_G000816
Ocupat_v02_G000817.t0	Ocupat_v02_G000817
Ocupat_v02_G000818.t0	Ocupat_v02_G000818
Ocupat_v02_G000819.t0	Ocupat_v02_G000819
Ocupat_v02_G000820.t0	Ocupat_v02_G000820
Ocupat_v02_G000821.t0	Ocupat_v02_G000821
Ocupat_v02_G000822.t0	Ocupat_v02_G000822
Ocupat_v02_G000823.t0	Ocupat_v02_G000823
Ocupat_v02_G000824.t0	Ocupat_v02_G000824
Ocupat_v02_G000825.t0	Ocupat_v02_G000825
Ocupat_v02_G000826.t0	Ocupat_v02_G000826
Ocupat_v02_G000826.t1	Ocupat_v02_G000826
Ocupat_v02_G000827.t0	Ocupat_v02_G000827
Ocupat_v02_G000828.t0	Ocupat_v02_G000828
Ocupat_v02_G000829.t0	Ocupat_v02_G000829
Ocupat_v02_G000830.t0	Ocupat_v02_G000830
Ocupat_v02_G000830.t1	Ocupat_v02_G000830
Ocupat_v02_G000830.t2	Ocupat_v02_G000830
Ocupat_v02_G000830.t3	Ocupat_v02_G000830
Ocupat_v02_G000830.t4	Ocupat_v02_G000830
Ocupat_v02_G000830.t5	Ocupat_v02_G000830
Ocupat_v02_G000830.t6	Ocupat_v02_G000830
Ocupat_v02_G000831.t0	Ocupat_v02_G000831
Ocupat_v02_G000832.t0	Ocupat_v02_G000832
Ocupat_v02_G000832.t1	Ocupat_v02_G000832
Ocupat_v02_G000833.t0	Ocupat_v02_G000833
Ocupat_v02_G000834.t0	Ocupat_v02_G000834
Ocupat_v02_G000835.t0	Ocupat_v02_G000835
Ocupat_v02_G000836.t0	Ocupat_v02_G000836
Ocupat_v02_G000837.t0	Ocupat_v02_G000837
Ocupat_v02_G000838.t0	Ocupat_v02_G000838
Ocupat_v02_G000840.t0	Ocupat_v02_G000840
Ocupat_v02_G000841.t0	Ocupat_v02_G000841
Ocupat_v02_G000842.t0	Ocupat_v02_G000842
Ocupat_v02_G000844.t0	Ocupat_v02_G000844
Ocupat_v02_G000845.t0	Ocupat_v02_G000845
Ocupat_v02_G000846.t0	Ocupat_v02_G000846
Ocupat_v02_G000847.t0	Ocupat_v02_G000847
Ocupat_v02_G000848.t0	Ocupat_v02_G000848
Ocupat_v02_G000849.t0	Ocupat_v02_G000849
Ocupat_v02_G000850.t0	Ocupat_v02_G000850
Ocupat_v02_G000851.t0	Ocupat_v02_G000851
Ocupat_v02_G000852.t0	Ocupat_v02_G000852
Ocupat_v02_G000853.t0	Ocupat_v02_G000853
Ocupat_v02_G000854.t0	Ocupat_v02_G000854
Ocupat_v02_G000855.t0	Ocupat_v02_G000855
Ocupat_v02_G000855.t1	Ocupat_v02_G000855
Ocupat_v02_G000855.t2	Ocupat_v02_G000855
Ocupat_v02_G000856.t0	Ocupat_v02_G000856
Ocupat_v02_G000858.t0	Ocupat_v02_G000858
Ocupat_v02_G000859.t0	Ocupat_v02_G000859
Ocupat_v02_G000861.t0	Ocupat_v02_G000861
Ocupat_v02_G000861.t1	Ocupat_v02_G000861
Ocupat_v02_G000862.t0	Ocupat_v02_G000862
Ocupat_v02_G000863.t0	Ocupat_v02_G000863
Ocupat_v02_G000863.t1	Ocupat_v02_G000863
Ocupat_v02_G000864.t0	Ocupat_v02_G000864
Ocupat_v02_G000865.t0	Ocupat_v02_G000865
Ocupat_v02_G000866.t0	Ocupat_v02_G000866
Ocupat_v02_G000867.t0	Ocupat_v02_G000867
Ocupat_v02_G000868.t0	Ocupat_v02_G000868
Ocupat_v02_G000869.t0	Ocupat_v02_G000869
Ocupat_v02_G000870.t0	Ocupat_v02_G000870
Ocupat_v02_G000871.t0	Ocupat_v02_G000871
Ocupat_v02_G000875.t0	Ocupat_v02_G000875
Ocupat_v02_G000876.t0	Ocupat_v02_G000876
Ocupat_v02_G000877.t0	Ocupat_v02_G000877
Ocupat_v02_G000879.t0	Ocupat_v02_G000879
Ocupat_v02_G000881.t0	Ocupat_v02_G000881
Ocupat_v02_G000882.t0	Ocupat_v02_G000882
Ocupat_v02_G000884.t0	Ocupat_v02_G000884
Ocupat_v02_G000884.t1	Ocupat_v02_G000884
Ocupat_v02_G000885.t0	Ocupat_v02_G000885
Ocupat_v02_G000885.t1	Ocupat_v02_G000885
Ocupat_v02_G000886.t0	Ocupat_v02_G000886
Ocupat_v02_G000887.t0	Ocupat_v02_G000887
Ocupat_v02_G000889.t0	Ocupat_v02_G000889
Ocupat_v02_G000890.t0	Ocupat_v02_G000890
Ocupat_v02_G000891.t0	Ocupat_v02_G000891
Ocupat_v02_G000891.t1	Ocupat_v02_G000891
Ocupat_v02_G000893.t0	Ocupat_v02_G000893
Ocupat_v02_G000894.t0	Ocupat_v02_G000894
Ocupat_v02_G000895.t0	Ocupat_v02_G000895
Ocupat_v02_G000896.t0	Ocupat_v02_G000896
Ocupat_v02_G000897.t0	Ocupat_v02_G000897
Ocupat_v02_G000898.t0	Ocupat_v02_G000898
Ocupat_v02_G000900.t0	Ocupat_v02_G000900
Ocupat_v02_G000900.t1	Ocupat_v02_G000900
Ocupat_v02_G000902.t0	Ocupat_v02_G000902
Ocupat_v02_G000903.t0	Ocupat_v02_G000903
Ocupat_v02_G000904.t0	Ocupat_v02_G000904
Ocupat_v02_G000905.t0	Ocupat_v02_G000905
Ocupat_v02_G000906.t0	Ocupat_v02_G000906
Ocupat_v02_G000908.t0	Ocupat_v02_G000908
Ocupat_v02_G000909.t0	Ocupat_v02_G000909
Ocupat_v02_G000910.t0	Ocupat_v02_G000910
Ocupat_v02_G000911.t0	Ocupat_v02_G000911
Ocupat_v02_G000912.t0	Ocupat_v02_G000912
Ocupat_v02_G000913.t0	Ocupat_v02_G000913
Ocupat_v02_G000914.t0	Ocupat_v02_G000914
Ocupat_v02_G000915.t0	Ocupat_v02_G000915
Ocupat_v02_G000916.t0	Ocupat_v02_G000916
Ocupat_v02_G000917.t0	Ocupat_v02_G000917
Ocupat_v02_G000918.t0	Ocupat_v02_G000918
Ocupat_v02_G000919.t0	Ocupat_v02_G000919
Ocupat_v02_G000920.t0	Ocupat_v02_G000920
Ocupat_v02_G000921.t0	Ocupat_v02_G000921
Ocupat_v02_G000922.t0	Ocupat_v02_G000922
Ocupat_v02_G000923.t0	Ocupat_v02_G000923
Ocupat_v02_G000924.t0	Ocupat_v02_G000924
Ocupat_v02_G000925.t0	Ocupat_v02_G000925
Ocupat_v02_G000926.t0	Ocupat_v02_G000926
Ocupat_v02_G000926.t1	Ocupat_v02_G000926
Ocupat_v02_G000926.t2	Ocupat_v02_G000926
Ocupat_v02_G000928.t0	Ocupat_v02_G000928
Ocupat_v02_G000929.t0	Ocupat_v02_G000929
Ocupat_v02_G000930.t0	Ocupat_v02_G000930
Ocupat_v02_G000931.t0	Ocupat_v02_G000931
Ocupat_v02_G000933.t0	Ocupat_v02_G000933
Ocupat_v02_G000934.t0	Ocupat_v02_G000934
Ocupat_v02_G000935.t0	Ocupat_v02_G000935
Ocupat_v02_G000937.t0	Ocupat_v02_G000937
Ocupat_v02_G000937.t1	Ocupat_v02_G000937
Ocupat_v02_G000938.t0	Ocupat_v02_G000938
Ocupat_v02_G000939.t0	Ocupat_v02_G000939
