Exapal_XM_021036134.2		
Exapal_XM_021036135.2	methionine_sulfoxide_reductase_B2	SelR/
Exapal_XM_021036694.2	potassium_voltage_gated_channel_subfamily_C_member_1	BTB_2/Ion_trans/
Exapal_XM_021036695.2	tubulin_tyrosine_ligase_like_4	TTL/
Exapal_XM_021036697.2	coiled_coil_domain_containing_42	DUF4200/
Exapal_XM_021036698.2	ankyrin_repeat_domain_63	Ank_2/
Exapal_XM_021036699.2		
Exapal_XM_021036700.2		
Exapal_XM_021036701.2	dopamine_receptor_D1	7tm_1/
Exapal_XM_021036702.2	galanin_receptor_2	7tm_1/
Exapal_XM_021036703.2	phosphoinositide_3_kinase_regulatory_subunit_4	Pkinase_Tyr/
Exapal_XM_021036704.2		
Exapal_XM_021036706.1		
Exapal_XM_021036714.2		
Exapal_XM_021036715.2		
Exapal_XM_021036717.2	mediator_complex_subunit_9	Med9/
Exapal_XM_021036720.2	ankyrin_repeat_domain_26	Ank_2/Ank_2/Ank/
Exapal_XM_021036721.1	GLI_pathogenesis_related_2	CAP/
Exapal_XM_021036724.2	potassium_voltage_gated_channel_subfamily_C_member_3	BTB_2/Ion_trans/
Exapal_XM_021036727.2	NOP53_ribosome_biogenesis_factor	Nop53/
Exapal_XM_021036730.1	neuropeptide_FF_receptor_2	7tm_1/
Exapal_XM_021036734.2	zinc_finger_SWIM_type_containing_3	MULE/
Exapal_XM_021036738.2	BCL2_apoptosis_regulator	Bcl-2/
Exapal_XM_021036740.2	milk_fat_globule_EGF_factor_8_protein	PAN_1/F5_F8_type_C/
Exapal_XM_021036741.2	dynein_cytoplasmic_1_intermediate_chain_2	
Exapal_XM_021036743.2		RVT_1/
Exapal_XM_021036745.2		DUF885/
Exapal_XM_021036747.2	solute_carrier_family_18_member_B1	MFS_1/
Exapal_XM_021036750.2	solute_carrier_family_18_member_B1	MFS_1/MFS_1_like/
Exapal_XM_021036751.2		
Exapal_XM_021036752.2	SH3_domain_containing_GRB2_like_endophilin_B2	BAR/SH3_9/
Exapal_XM_021036754.2	solute_carrier_family_31_member_1	Ctr/
Exapal_XM_021036755.2	transcriptional_adaptor_1	SAGA-Tad1/
Exapal_XM_021036756.2		
Exapal_XM_021036757.2	zinc_finger_MYM_type_containing_3	DUF3504/
Exapal_XM_021036759.2	solute_carrier_family_38_member_9	Aa_trans/
Exapal_XM_021036760.2	outer_dense_fiber_of_sperm_tails_2	
Exapal_XM_021036761.1	TBC1_domain_family_member_22B	RabGAP-TBC/
Exapal_XM_021036762.2		
Exapal_XM_021036763.2	solute_carrier_family_31_member_2	Ctr/
Exapal_XM_021036764.2	solute_carrier_family_31_member_1	Ctr/
Exapal_XM_021036766.2	aldehyde_dehydrogenase_9_family_member_A1	Aldedh/
Exapal_XM_021036767.1	far_upstream_element_binding_protein_1	KH_1/KH_1/KH_1/KH_1/
Exapal_XM_021036769.2	BCL2_family_apoptosis_regulator_BOK	Bcl-2/
Exapal_XM_021036770.2	solute_carrier_family_18_member_B1	MFS_1/
Exapal_XM_021036771.2	F_box_and_leucine_rich_repeat_protein_6	F-box-like/
Exapal_XM_021036773.2		Promethin/
Exapal_XM_021036774.2		
Exapal_XM_021036775.2	ADP_ribose_CDP_alcohol_diphosphatase_manganese_dependent	Metallophos/
Exapal_XM_021036776.2		DUF885/
Exapal_XM_021036777.2		
Exapal_XM_021036778.2	cadherin_related_family_member_3	
Exapal_XM_021036779.2	cadherin_like_and_PC_esterase_domain_containing_1	
Exapal_XM_021036781.1	tachykinin_receptor_3	7tm_1/
Exapal_XM_021036784.2	sushi_nidogen_and_EGF_like_domains_1	EGF/
Exapal_XM_021036785.2	forkhead_box_N4	Forkhead/
Exapal_XM_021036786.2	transmembrane_p24_trafficking_protein_5	EMP24_GP25L/
Exapal_XM_021036787.2		
Exapal_XM_021036789.2	purine_rich_element_binding_protein_A	PurA/
Exapal_XM_021036790.1	methyltransferase_like_14	MT-A70/
Exapal_XM_021036791.2	sarcoglycan_epsilon	Sarcoglycan_2/
Exapal_XM_021036792.2	ribosomal_protein_L12	Ribosomal_L11_N/Ribosomal_L11/
Exapal_XM_021036794.1	RUN_and_FYVE_domain_containing_2	RUN/FYVE/
Exapal_XM_021036796.2	KIAA0825	DUF4495/
Exapal_XM_021036797.2		
Exapal_XM_021036798.2	ASH2_like_histone_lysine_methyltransferase_complex_subunit	SPRY/
Exapal_XM_021036799.2	fibrinogen_beta_chain	PAN_1/Fibrinogen_C/
Exapal_XM_021036800.2	eukaryotic_translation_initiation_factor_4E	IF4E/
Exapal_XM_021036801.2	poly_ADP_ribose_glycohydrolase	PARG_cat/
Exapal_XM_021036802.2	neuropilin_1	Peptidase_M28/CUB/
Exapal_XM_021036803.2	BCL9_transcription_coactivator	
Exapal_XM_021036804.2	complement_C8_beta_chain	Ephrin/
Exapal_XM_021036809.2	actin_gamma_1	Actin/
Exapal_XM_021036810.2		
Exapal_XM_021036811.2	potassium_voltage_gated_channel_subfamily_A_member_4	BTB_2/Ion_trans/
Exapal_XM_021036812.1	Fas_associated_factor_family_member_2	UBA_4/UBX/
Exapal_XM_021036813.2	radial_spoke_head_14_homolog	HEAT_2/
Exapal_XM_021036814.2	sorbitol_dehydrogenase	ADH_N/ADH_zinc_N/
Exapal_XM_021036815.2	mitochondrial_calcium_uniporter	MCU/
Exapal_XM_021036816.1		Aerolysin/
Exapal_XM_021036818.2		
Exapal_XM_021036819.2	late_endosomal_lysosomal_adaptor_MAPK_and_MTOR_activator_3	MAPKK1_Int/
Exapal_XM_021036821.2	discoidin_domain_receptor_tyrosine_kinase_2	F5_F8_type_C/
Exapal_XM_021036824.2	sushi_nidogen_and_EGF_like_domains_1	EGF/
Exapal_XM_021036826.2	PR_SET_domain_15	zf-C2H2/zf-C2H2/zf-met/zf-C2H2/zf-C2H2/zf-met/zf-C2H2/zf-C2H2_6/zf-C2H2/zf-C2H2_6/zf-C2H2_6/zf-C2H2/zf-C2H2/zf-C2H2_6/
Exapal_XM_021036828.2	cation_channel_sperm_associated_4	Ion_trans/
Exapal_XM_021036829.2	histamine_receptor_H2	7tm_1/
Exapal_XM_021036831.2		
Exapal_XM_021036832.2	aggrecan	
Exapal_XM_021036833.2	crumbs_cell_polarity_complex_component_1	
Exapal_XM_021036834.2	crumbs_cell_polarity_complex_component_1	
Exapal_XM_021036836.2	diphthamide_biosynthesis_2	Diphthamide_syn/Diphthamide_syn/
Exapal_XM_021036838.2	KIAA2026	Bromodomain/
Exapal_XM_021036839.2	bromodomain_adjacent_to_zinc_finger_domain_1A	WSD/
Exapal_XM_021036841.2	vinculin	Vinculin/Vinculin/
Exapal_XM_021036842.2		7tm_7/
Exapal_XM_021036847.2	melanocortin_3_receptor	7tm_1/
Exapal_XM_021036848.2	aminoadipate_semialdehyde_dehydrogenase_phosphopantetheinyl_transferase	
Exapal_XM_021036852.1	vacuolar_protein_sorting_36_homolog	Vps36_ESCRT-II/
Exapal_XM_021036853.2	tetratricopeptide_repeat_domain_16	TPR_11/
Exapal_XM_021036854.1	synaptotagmin_1	C2/
Exapal_XM_021036855.2	mediator_complex_subunit_23	Med23/
Exapal_XM_021036856.1	UDP_glycosyltransferase_8	UDPGT/
Exapal_XM_021036857.2	UDP_glycosyltransferase_8	UDPGT/
Exapal_XM_021036860.2	UDP_glucuronosyltransferase_family_2_member_B7	UDPGT/
Exapal_XM_021036861.2	pyridoxal_kinase	Phos_pyr_kin/
Exapal_XM_021036862.2	pirin	Pirin/Pirin_C/
Exapal_XM_021036863.2	homogentisate_1_2_dioxygenase	HgmA/
Exapal_XM_021036864.2	WASP_family_member_3	WH2/
Exapal_XM_021036865.2	malic_enzyme_1	malic/Malic_M/
Exapal_XM_021036866.2		
Exapal_XM_021036868.2	cell_division_cycle_40	WD40/WD40/WD40/WD40/WD40/
Exapal_XM_021036869.1	metallophosphoesterase_domain_containing_1	Metallophos/
Exapal_XM_021036870.2	SWI_SNF_related_matrix_associated_actin_dependent_regulator_of_chromatin_subfamily_a_containing_DEAD_H_box_1	SNF2_N/Helicase_C/
Exapal_XM_021036872.2	leucine_rich_repeat_containing_8_VRAC_subunit_A	Pannexin_like/LRR_8/Peptidase_C14/
Exapal_XM_021036874.2	SH3_domain_containing_kinase_binding_protein_1	SH3_9/SH3_9/SH3_9/
Exapal_XM_021036875.2	potassium_channel_tetramerization_domain_containing_16	BTB_2/
Exapal_XM_021036877.2	HIV_1_Tat_specific_factor_1	RRM_1/
Exapal_XM_021036878.2		
Exapal_XM_021036881.2		
Exapal_XM_021036883.2		LRR_4/
Exapal_XM_021036886.2	myosin_IXB	RA/Myosin_head/Myosin_head/Myosin_head/IQ/IQ/IQ/IQ/C1_1/RhoGAP/
Exapal_XM_021036887.2	histamine_receptor_H2	7tm_1/
Exapal_XM_021036888.2	UDP_glycosyltransferase_8	UDPGT/
Exapal_XM_021036889.1	UDP_glycosyltransferase_8	UDPGT/
Exapal_XM_021036892.2	adenosine_A2a_receptor	7tm_1/
Exapal_XM_021036893.2	leucine_rich_repeat_containing_8_VRAC_subunit_A	Pannexin_like/
Exapal_XM_021036896.2		Collagen/
Exapal_XM_021036898.2	chromatin_assembly_factor_1_subunit_B	WD40/WD40/WD40/WD40/
Exapal_XM_021036899.1		
Exapal_XM_021036900.2	G_protein_coupled_receptor_157	7tm_2/
Exapal_XM_021036901.2		DHHC/
Exapal_XM_021036903.2		DHHC/
Exapal_XM_021036904.2	iodotyrosine_deiodinase	
Exapal_XM_021036905.2	protein_phosphatase_3_regulatory_subunit_B_alpha	EF-hand_8/
Exapal_XM_021036907.2	ripply_transcriptional_repressor_2	Ripply/
Exapal_XM_021036912.2	CCR4_NOT_transcription_complex_subunit_10	
Exapal_XM_021036913.2	dipeptidase_1	Peptidase_M19/
Exapal_XM_021036914.1	mediator_complex_subunit_23	Med23/
Exapal_XM_021036915.2	transient_receptor_potential_cation_channel_subfamily_V_member_4	Ion_trans/
Exapal_XM_021036917.2		
Exapal_XM_021036918.2		Integrase_H2C2/rve/
Exapal_XM_021036920.2	THO_complex_1	Death/TIR_2/
Exapal_XM_021036922.1		
Exapal_XM_021036923.2		
Exapal_XM_021036925.2	RAB3_GTPase_activating_non_catalytic_protein_subunit_2	RAB3GAP2_N/RAB3GAP2_C/
Exapal_XM_021036926.2	carbohydrate_sulfotransferase_3	Sulfotransfer_1/
Exapal_XM_021036929.2	deleted_in_malignant_brain_tumors_1	SRCR/MAM/SRCR/SRCR/SRCR/
Exapal_XM_021036931.2	novel_protein	CDP-OH_P_transf/
Exapal_XM_021036932.1	NADH_ubiquinone_oxidoreductase_complex_assembly_factor_1	CIA30/CIA30/
Exapal_XM_021036933.2	adrenoceptor_alpha_1A	7tm_1/
Exapal_XM_021036935.2	Fos_proto_oncogene_AP_1_transcription_factor_subunit	bZIP_1/
Exapal_XM_021036936.2		Siva/
Exapal_XM_021036937.2	mitogen_activated_protein_kinase_kinase_kinase_9	SH3_1/Pkinase_Tyr/
Exapal_XM_021036938.2	ring_finger_protein_151	zf-C3HC4_2/
Exapal_XM_021036939.2	syntaxin_5	Syntaxin-5_N/SNARE/
Exapal_XM_021036941.2		VOMI/
Exapal_XM_021036942.2	endoplasmic_reticulum_oxidoreductase_1_beta	ERO1/
Exapal_XM_021036943.2		
Exapal_XM_021036944.2	transcription_factor_A_mitochondrial	HMG_box/HMG_box/HMG_box/
Exapal_XM_021036945.2	G_protein_coupled_receptor_137B	
Exapal_XM_021036950.2	adaptor_related_protein_complex_4_subunit_sigma_1	Clat_adaptor_s/
Exapal_XM_021036951.2	ectonucleotide_pyrophosphatase_phosphodiesterase_family_member_5	Phosphodiest/
Exapal_XM_021036953.2	transcription_factor_A_mitochondrial	HMG_box/HMG_box/
Exapal_XM_021036954.2		
Exapal_XM_021036955.2	AT_rich_interaction_domain_4A	RBB1NT/
Exapal_XM_021036956.2		Fibrinogen_C/
Exapal_XM_021036957.2		Ependymin/
Exapal_XM_021036959.2	fibroblast_growth_factor_receptor_3	Pkinase_Tyr/
Exapal_XM_021036961.2	polycystin_family_receptor_for_egg_jelly	REJ/GPS/PLAT/PKD_channel/
Exapal_XM_021036962.2		
Exapal_XM_021036965.1	intracisternal_A_particle_promoted_polypeptide	BTB/
Exapal_XM_021036966.2	mitochondrial_ribosomal_protein_S10	Ribosomal_S10/
Exapal_XM_021036968.2	WD_repeat_domain_64	WD40/WD40/
Exapal_XM_021036970.2	polyribonucleotide_nucleotidyltransferase_1	PNPase/RNase_PH/S1/
Exapal_XM_021036972.2	DNA_cross_link_repair_1C	DRMBL/
Exapal_XM_021036974.2	tRNA_methyltransferase_6	Gcd10p/
Exapal_XM_021036975.2	pecanex_3	
Exapal_XM_021036976.2	S1_RNA_binding_domain_1	Tex_YqgF/HHH_3/HHH_9/S1/
Exapal_XM_021036977.2	cannabinoid_receptor_1	7tm_1/
Exapal_XM_021036984.2		
Exapal_XM_021036987.2		Ependymin/
Exapal_XM_021036988.2	cytochrome_P450_family_46_subfamily_A_member_1	p450/
Exapal_XM_021036989.1	TBC1_domain_family_member_15	PH_RBD/RabGAP-TBC/
Exapal_XM_021036990.2	acetylserotonin_O_methyltransferase	Dimerisation2/Methyltransf_2/
Exapal_XM_021036991.2	kelch_like_family_member_7	BTB/
Exapal_XM_021036993.2		DUF885/
Exapal_XM_021036995.2	protein_kinase_N2	HR1/HR1/HR1/Pkinase/Pkinase_C/
Exapal_XM_021036998.2		
Exapal_XM_021036999.1	neuronal_calcium_sensor_1	EF-hand_1/EF-hand_7/
Exapal_XM_021037000.2	adaptor_related_protein_complex_3_subunit_mu_1	Clat_adaptor_s/Adap_comp_sub/
Exapal_XM_021037001.2	cutA_divalent_cation_tolerance_homolog	CutA1/
Exapal_XM_021037002.2	tachykinin_receptor_3	7tm_1/
Exapal_XM_021037003.2	cadherin_EGF_LAG_seven_pass_G_type_receptor_3	Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/PTP_tm/
Exapal_XM_021037011.2	adenylate_kinase_8	ADK/ADK/
Exapal_XM_021037012.2	negative_elongation_factor_complex_member_E	RRM_1/
Exapal_XM_021037013.2	EGF_domain_specific_O_linked_N_acetylglucosamine_transferase	DUF563/
Exapal_XM_021037014.2	pyroglutamylated_RFamide_peptide_receptor	7tm_1/
Exapal_XM_021037015.2	G_protein_coupled_receptor_19	7tm_1/
Exapal_XM_021037016.2	caspase_8	DED/DED/Peptidase_C14/
Exapal_XM_021037017.1	ribosomal_protein_L5	Ribosomal_L5e/Ribosomal_L18_c/
Exapal_XM_021037019.2		EST1_DNA_bind/
Exapal_XM_021037021.2	sulfiredoxin_1	ParBc/
Exapal_XM_021037022.2	dolichyl_phosphate_mannosyltransferase_subunit_2_regulatory	DPM2/
Exapal_XM_021037023.2	RAB_member_RAS_oncogene_family_like_6	Roc/
Exapal_XM_021037024.2	transient_receptor_potential_cation_channel_subfamily_C_member_7	Ion_trans/
Exapal_XM_021037025.2	NLR_family_pyrin_domain_containing_14	HEPN_DZIP3/NACHT/LRR_6/
Exapal_XM_021037026.1	FYVE_RhoGEF_and_PH_domain_containing_1	RhoGEF/PH/
Exapal_XM_021037027.2	glutamate_ionotropic_receptor_NMDA_type_subunit_1	Lig_chan-Glu_bd/Lig_chan/
Exapal_XM_021037028.2		ANF_receptor/
Exapal_XM_021037029.2	LIM_homeobox_9	LIM/LIM/Homeodomain/
Exapal_XM_021037030.2	vacuolar_protein_sorting_13_homolog_B	Chorein_N/SHR-BD/VPS13_C/
Exapal_XM_021037032.2	LIM_homeobox_4	LIM/LIM/Homeodomain/
Exapal_XM_021037037.2	CUB_and_Sushi_multiple_domains_2	CUB/Kunitz_BPTI/
Exapal_XM_021037038.2	adhesion_G_protein_coupled_receptor_D1	7tm_2/
Exapal_XM_021037040.1	melanocortin_2_receptor	7tm_1/
Exapal_XM_021037041.2	cell_division_cycle_7	Pkinase/Pkinase/
Exapal_XM_021037043.2	acid_phosphatase_7_tartrate_resistant_putative	Pur_ac_phosph_N/Metallophos/Metallophos_C/
Exapal_XM_021037045.2		
Exapal_XM_021037047.2		
Exapal_XM_021037048.2	angiopoietin_like_7	Collagen/Ig_3/I-set/Ig_3/Fibrinogen_C/
Exapal_XM_021037049.2	5_hydroxytryptamine_receptor_1D	7tm_1/
Exapal_XM_021037050.2	dopamine_receptor_D1	7tm_1/
Exapal_XM_021037053.2	transmembrane_protein_223	TMEM223/
Exapal_XM_021037054.1	cilia_and_flagella_associated_protein_77	DUF4483/
Exapal_XM_021037055.1		CARD/
Exapal_XM_021037056.2	ariadne_RBR_E3_ubiquitin_protein_ligase_2	zf-C3HC4_2/
Exapal_XM_021037058.2		
Exapal_XM_021037060.2		FA_hydroxylase/
Exapal_XM_021037061.2	vesicle_amine_transport_1	ADH_zinc_N_2/
Exapal_XM_021037062.2	ectonucleotide_pyrophosphatase_phosphodiesterase_2	Somatomedin_B/
Exapal_XM_021037063.2	histamine_receptor_H2	7tm_1/
Exapal_XM_021037064.2	bone_morphogenetic_protein_8a	TGFb_propeptide/TGF_beta/
Exapal_XM_021037065.2	adhesion_G_protein_coupled_receptor_G2	7tm_2/
Exapal_XM_021037066.2	protein_O_mannosyltransferase_1	PMT/MIR/
Exapal_XM_021037067.2	neuropilin_2	F5_F8_type_C/F5_F8_type_C/Ig_3/PAN_1/
Exapal_XM_021037068.2	G_protein_signaling_modulator_2	TPR_7/TPR_12/TPR_12/TPR_12/GoLoco/GoLoco/GoLoco/
Exapal_XM_021037069.1	solute_carrier_family_39_member_7	Zip/
Exapal_XM_021037071.2	calcium_voltage_gated_channel_subunit_alpha1_D	Ion_trans/Ion_trans/Ion_trans/Ion_trans/
Exapal_XM_021037073.1	insulin_like_growth_factor_2_receptor	CIMR/CIMR/CIMR/
Exapal_XM_021037074.2	cysteine_and_serine_rich_nuclear_protein_3	CSRNP_N/CSRNP_N/
Exapal_XM_021037075.2	negative_elongation_factor_complex_member_C_D	TH1/
Exapal_XM_021037079.2	proliferation_and_apoptosis_adaptor_protein_15	DED/Death/
Exapal_XM_021037080.2		DED/TPR_MalT/
Exapal_XM_021037082.2	voltage_dependent_anion_channel_1	Porin_3/
Exapal_XM_021037083.2	adrenoceptor_alpha_1B	7tm_1/
Exapal_XM_021037084.2	zinc_finger_AN1_type_containing_4	ubiquitin/zf-AN1/
Exapal_XM_021037085.1	cyclin_dependent_kinase_1	Pkinase/
Exapal_XM_021037086.2		
Exapal_XM_021037088.2	adenosine_kinase	PfkB/
Exapal_XM_021037089.2	ubiquitin_conjugating_enzyme_E2_D3	UQ_con/
Exapal_XM_021037091.2	centrosomal_protein_290	CEP209_CC5/
Exapal_XM_021037094.1	PRR5_ARHGAP8_readthrough	CRAL_TRIO_2/RhoGAP/
Exapal_XM_021037095.1	rabenosyn_RAB_effector	FYVE/Rbsn/
Exapal_XM_021037097.2	bombesin_receptor_subtype_3	7tm_1/
Exapal_XM_021037098.2	melanocortin_5_receptor	7tm_1/
Exapal_XM_021037099.2	melatonin_receptor_1A	7tm_1/
Exapal_XM_021037100.2	zinc_finger_protein_593	zf-C2H2_jaz/
Exapal_XM_021037101.2	melatonin_receptor_1A	7tm_1/
Exapal_XM_021037103.1	parvin_alpha	CH/CH/
Exapal_XM_021037104.2	histamine_receptor_H2	7tm_1/
Exapal_XM_021037105.2	dopamine_receptor_D2	7tm_1/
Exapal_XM_021037106.2	oligosaccharyltransferase_complex_non_catalytic_subunit	OST3_OST6/
Exapal_XM_021037107.2		
Exapal_XM_021037111.2		
Exapal_XM_021037112.2	sirtuin_1	SIR2/
Exapal_XM_021037113.2	olfactory_receptor_family_4_subfamily_K_member_17	7tm_1/
Exapal_XM_021037115.2	glutamate_dehydrogenase_1	ELFV_dehydrog_N/ELFV_dehydrog/ELFV_dehydrog/ELFV_dehydrog_N/ELFV_dehydrog/
Exapal_XM_021037116.2	leucine_rich_repeat_containing_74A	LRR_6/LRR_6/LRR_6/LRR_6/EF-hand_8/
Exapal_XM_021037117.2		
Exapal_XM_021037118.2		
Exapal_XM_021037119.2		
Exapal_XM_021037120.2		
Exapal_XM_021037123.2	ectonucleotide_pyrophosphatase_phosphodiesterase_family_member_5	Phosphodiest/
Exapal_XM_021037124.2	dopamine_receptor_D2	7tm_1/
Exapal_XM_021037125.2	zinc_finger_MIZ_type_containing_1	Zmiz1_N/zf-MIZ/
Exapal_XM_021037140.2	neuropeptide_Y_receptor_Y2	7tm_1/
Exapal_XM_021037147.2		MDM1/
Exapal_XM_021037150.1	lysine_demethylase_7A	PHD/JHD/
Exapal_XM_021037151.2		
Exapal_XM_021037152.2		
Exapal_XM_021037153.2		
Exapal_XM_021037154.1		
Exapal_XM_021037155.2		
Exapal_XM_021037156.2		
Exapal_XM_021037157.2		
Exapal_XM_021037159.2	sperm_associated_antigen_9	JIP_LZII/
Exapal_XM_021037160.2		
Exapal_XM_021037162.2		
Exapal_XM_021037164.2	immunoglobulin_superfamily_member_9B	Ig_3/
Exapal_XM_021037166.2		
Exapal_XM_021037167.1	early_endosome_antigen_1	zf-C2H2/
Exapal_XM_021037168.2	discs_large_MAGUK_scaffold_protein_1	L27_1/PDZ/PDZ/PDZ/SH3_1/Guanylate_kin/
Exapal_XM_021037172.2		
Exapal_XM_021037173.2	heterogeneous_nuclear_ribonucleoprotein_U_like_1	SAP/SPRY/AAA_33/
Exapal_XM_021037176.2	superoxide_dismutase_2	Sod_Fe_N/Sod_Fe_C/
Exapal_XM_021037177.1	meiosis_specific_with_coiled_coil_domain	MEIOC/
Exapal_XM_021037178.2	pyruvate_dehyrogenase_phosphatase_catalytic_subunit_2	PP2C/
Exapal_XM_021037179.2	chromobox_1	Chromo/Chromo_shadow/
Exapal_XM_021037180.2	tachykinin_receptor_1	7tm_1/
Exapal_XM_021037181.2	NCK_adaptor_protein_2	SH3_1/SH3_1/SH3_1/SH2/
Exapal_XM_021037182.1	MYD88_innate_immune_signal_transduction_adaptor	Death/TIR_2/
Exapal_XM_021037183.2		
Exapal_XM_021037184.2	gamma_aminobutyric_acid_type_A_receptor_subunit_gamma3	Neur_chan_LBD/Neur_chan_memb/
Exapal_XM_021037185.2	IQ_motif_containing_B1	IQ/IQ/
Exapal_XM_021037186.2	WD_repeat_domain_37	WD40/WD40/WD40/WD40/WD40/
Exapal_XM_021037187.2	glycyl_tRNA_synthetase_1	WHEP-TRS/tRNA-synt_2b/HGTP_anticodon/
Exapal_XM_021037188.2		
Exapal_XM_021037189.2	peroxiredoxin_5	Redoxin/
Exapal_XM_021037190.2	NK3_homeobox_1	Homeodomain/
Exapal_XM_021037191.2	tachykinin_receptor_1	7tm_1/
Exapal_XM_021037192.2		
Exapal_XM_021037193.2		
Exapal_XM_021037194.2	luteinizing_hormone_choriogonadotropin_receptor	7tm_1/
Exapal_XM_021037195.1		
Exapal_XM_021037196.1	Fas_apoptotic_inhibitory_molecule	FAIM1/
Exapal_XM_021037197.1	UBA_domain_containing_2	UBA/
Exapal_XM_021037198.2	luteinizing_hormone_choriogonadotropin_receptor	LRR_8/7tm_1/
Exapal_XM_021037201.2	zinc_finger_CCCH_type_containing_15	zf-CCCH_4/DFRP_C/
Exapal_XM_021037202.2	tachykinin_receptor_1	7tm_1/
Exapal_XM_021037203.2	tRNA_yW_synthesizing_protein_5	Cupin_8/
Exapal_XM_021037204.2	natriuretic_peptide_receptor_1	NIT/Guanylate_cyc/
Exapal_XM_021037207.2	zinc_finger_C3HC_type_containing_1	zf-C3HC/Rsm1/
Exapal_XM_021037208.2	chromosome_7_open_reading_frame_31	DUF4555/
Exapal_XM_021037209.2	chromosome_7_open_reading_frame_31	DUF4555/
Exapal_XM_021037212.2	natriuretic_peptide_receptor_1	NIT/Guanylate_cyc/
Exapal_XM_021037214.2	methionyl_tRNA_synthetase_1	GST_N_5/tRNA-synt_1g/WHEP-TRS/
Exapal_XM_021037215.2	tachykinin_receptor_1	7tm_1/
Exapal_XM_021037217.2	chromosome_7_open_reading_frame_31	DUF4555/
Exapal_XM_021037222.2	glyoxylate_and_hydroxypyruvate_reductase	2-Hacid_dh_C/
Exapal_XM_021037224.2		
Exapal_XM_021037225.1	CLN3_lysosomal_endosomal_transmembrane_protein_battenin	CLN3/
Exapal_XM_021037226.2	tachykinin_receptor_1	7tm_1/
Exapal_XM_021037228.2		
Exapal_XM_021037229.2	adaptor_related_protein_complex_4_subunit_mu_1	Clat_adaptor_s/Adap_comp_sub/
Exapal_XM_021037230.2	leucine_rich_repeat_and_Ig_domain_containing_1	LRR_8/LRR_1/
Exapal_XM_021037231.2	NK2_homeobox_6	Homeodomain/
Exapal_XM_021037233.2	fibroblast_growth_factor_10	FGF/
Exapal_XM_021037234.2	mediator_complex_subunit_4	Med4/
Exapal_XM_021037238.2		
Exapal_XM_021037239.2	chromosome_7_open_reading_frame_31	DUF4555/
Exapal_XM_021037240.1	interferon_induced_protein_44	MMR_HSR1/
Exapal_XM_021037241.2	gamma_aminobutyric_acid_type_B_receptor_subunit_1	ANF_receptor/7tm_3/
Exapal_XM_021037244.2		
Exapal_XM_021037245.2	TATA_box_binding_protein_associated_factor_9b	TFIID-31kDa/
Exapal_XM_021037246.2	heat_shock_transcription_factor_4	HSF_DNA-bind/
Exapal_XM_021037247.2	leishmanolysin_like_peptidase	Peptidase_M8/
Exapal_XM_021037249.2		
Exapal_XM_021037250.2	Indian_hedgehog_signaling_molecule	HH_signal/Hint/
Exapal_XM_021037251.2	ribosomal_protein_L35a	Ribosomal_L35Ae/
Exapal_XM_021037252.2	LDL_receptor_related_protein_2	FXa_inhibition/Ldl_recept_b/Ldl_recept_b/
Exapal_XM_021037253.2	prickle_planar_cell_polarity_protein_3	PET/
Exapal_XM_021037254.1	solute_carrier_family_22_member_3	Sugar_tr/
Exapal_XM_021037255.2	tenascin_R	Fibrinogen_C/
Exapal_XM_021037256.2	nucleoporin_88	Nup88/Nup88/
Exapal_XM_021037257.2	tachykinin_receptor_1	7tm_1/
Exapal_XM_021037258.2	Rab_geranylgeranyltransferase_subunit_alpha	PPTA/PPTA/PPTA/PPTA/PPTA/RabGGT_insert/LRR_9/
Exapal_XM_021037262.2		
Exapal_XM_021037263.2	solute_carrier_family_66_member_2	PQ-loop/PQ-loop/
Exapal_XM_021037267.2	coactosin_like_F_actin_binding_protein_1	Cofilin_ADF/
Exapal_XM_021037268.2	glutamate_ionotropic_receptor_kainate_type_subunit_2	ANF_receptor/Lig_chan-Glu_bd/Lig_chan/
Exapal_XM_021037269.2	protein_phosphatase_1_regulatory_subunit_16A	Ank_2/Ank_2/
Exapal_XM_021037270.1	neuropeptide_FF_receptor_1	7tm_1/
Exapal_XM_021037271.2	ubiquitin_conjugating_enzyme_E2_Q_family_like_1	UQ_con/
Exapal_XM_021037272.2	SH3_and_PX_domains_2A	PX/
Exapal_XM_021037273.2	cytochrome_P450_family_4_subfamily_F_member_2	p450/
Exapal_XM_021037274.2	15_hydroxyprostaglandin_dehydrogenase	adh_short/
Exapal_XM_021037277.2		
Exapal_XM_021037283.2	CLPTM1_like	CLPTM1/
Exapal_XM_021037285.2		Cellulase/Glyco_hydro_5_C/
Exapal_XM_021037286.2	GLI_pathogenesis_related_2	CAP/
Exapal_XM_021037288.2	NKD_inhibitor_of_WNT_signaling_pathway_1	
Exapal_XM_021037293.2	solute_carrier_family_16_member_10	MFS_1/
Exapal_XM_021037294.2	O_sialoglycoprotein_endopeptidase	TsaD/
Exapal_XM_021037295.2		SWIM/
Exapal_XM_021037296.2	interferon_regulatory_factor_2	IRF/IRF-3/
Exapal_XM_021037300.1	acyl_CoA_synthetase_short_chain_family_member_3	ACAS_N/AMP-binding/AMP-binding_C/
Exapal_XM_021037301.2	5_hydroxytryptamine_receptor_4	7tm_1/
